year,V7_gold_ret,V7_gold_dd,V7_metals_ret,V7_metals_dd,V7_global_ret,V7_global_dd,V7_full_def_ret,V7_full_def_dd,V7_gold_half_ret,V7_gold_half_dd
2020,0.4487745036532913,-0.08886689571606177,0.467509867067184,-0.08886689571606177,0.46408836082674965,-0.08886689571606177,0.45948652930973743,-0.08886689571606177,0.45952672827816965,-0.08886689571606177
2022,0.07789640012073251,-0.08275862068965545,0.0029173829617286096,-0.1770526948261243,-0.044563053115550644,-0.14359818693121074,0.019563431032535217,-0.13995189045023937,-0.004511945720974353,-0.09870178324093548
