trade_week,equity_B6
2019-04-19,1.304295194636331
2019-04-26,1.2089179487212558
2019-04-30,1.2252187144525435
2019-05-10,1.1824727859943016
2019-05-17,1.1671914780889139
2019-05-24,1.1701716436731888
2019-05-31,1.186979796816511
2019-06-06,1.1802945261575732
2019-06-14,1.188345675762119
2019-06-21,1.2196890006051926
2019-06-28,1.240880269492323
2019-07-05,1.2623424994052337
2019-07-12,1.244198350075208
2019-07-19,1.2209020730270366
2019-07-26,1.219882161061177
2019-08-02,1.2010969332803092
2019-08-09,1.1613520509162345
2019-08-16,1.1710976064975551
2019-08-23,1.2054663473270957
2019-08-30,1.217280304798274
2019-09-06,1.2470891941494362
2019-09-12,1.240397632945602
2019-09-20,1.2152779270602319
2019-09-27,1.179737352380804
2019-09-30,1.1728996567493946
2019-10-11,1.1951398224793395
2019-10-18,1.1822661312762381
2019-10-25,1.195162894531008
2019-11-01,1.189095202868483
2019-11-08,1.189793531869768
2019-11-15,1.1733829308329802
2019-11-22,1.1538891089595216
2019-11-29,1.1441075869722268
2019-12-06,1.1483476986016878
2019-12-13,1.1838188833772878
2019-12-20,1.2083945076929177
2019-12-27,1.2031625899921456
2020-01-03,1.249718025546621
2020-01-10,1.2450231756260064
2020-01-17,1.2422271745452993
2020-01-23,1.200332903871997
2020-02-07,1.223958336857252
2020-02-14,1.2119004236871274
2020-02-21,1.2678191340646547
2020-02-28,1.20326594947961
2020-03-06,1.270331534274702
2020-03-13,1.202464759735027
2020-03-20,1.171237359874727
2020-03-27,1.1872610472414773
2020-04-03,1.1992010963824669
2020-04-10,1.1992343466858137
2020-04-17,1.2122004235880492
2020-04-24,1.1981138283059964
2020-04-30,1.2078097610280552
2020-05-08,1.2471941214391904
2020-05-15,1.2421516034687679
2020-05-22,1.2234380759233352
2020-05-29,1.2637576547717642
2020-06-05,1.3058806750306524
2020-06-12,1.3152123998005754
2020-06-19,1.3353391348375976
2020-06-24,1.334199989094289
2020-07-03,1.443029170620882
2020-07-10,1.57831212255833
2020-07-17,1.4858835311252563
2020-07-24,1.4851689335950677
2020-07-31,1.5504559061195389
2020-08-07,1.6141882656091782
2020-08-14,1.6126410201490045
2020-08-21,1.6149704553908009
2020-08-28,1.6890165282641088
2020-09-04,1.6515373112261675
2020-09-11,1.6216759802007175
2020-09-18,1.6463758742425678
2020-09-25,1.574112183334525
2020-09-30,1.575157270342594
2020-10-09,1.5938202252780513
2020-10-16,1.6525330217335286
2020-10-23,1.627785597904916
2020-10-30,1.5960772827751908
2020-11-06,1.6906321299533622
2020-11-13,1.7150147691595345
2020-11-20,1.7609776104450565
2020-11-27,1.767845194455781
2020-12-04,1.7496718011049803
2020-12-11,1.7250017918946159
2020-12-18,1.7476867357605415
2020-12-25,1.7358302859927799
2020-12-31,1.7580804167840915
2021-01-08,1.8443069680694237
2021-01-15,1.794796502815174
2021-01-22,1.7998654283643487
2021-01-29,1.7309895561001916
2021-02-05,1.7879209957673188
2021-02-10,1.877875802612118
2021-02-19,1.8466259932900093
2021-02-26,1.7493523615866124
2021-03-05,1.7589517422887337
2021-03-12,1.7635350457788934
2021-03-19,1.7426658321548558
2021-03-26,1.7322447971642845
2021-04-02,1.7685129661432293
2021-04-09,1.7495250385605663
2021-04-16,1.7620460651105088
2021-04-23,1.8257322292833158
2021-04-30,1.8500628630202474
2021-05-07,1.848989259771879
2021-05-14,1.841332374481001
2021-05-21,1.8428827250777804
2021-05-28,1.8957044820200974
2021-06-04,1.8954379515620308
2021-06-11,1.8684443409422693
2021-06-18,1.839606419596476
2021-06-25,1.8859545787123997
2021-07-02,1.8112064970786141
2021-07-09,1.7998499821234628
2021-07-16,1.806120383354982
2021-07-23,1.8271180121956354
2021-07-30,1.7970273469531413
2021-08-06,1.8392998560108895
2021-08-13,1.937947108542576
2021-08-20,1.9083782219329235
2021-08-27,1.9630836561777427
2021-09-03,2.1328039729203265
2021-09-10,2.2113045350938156
2021-09-17,2.2099400246777616
2021-09-24,2.2436823613914965
2021-09-30,2.2052115352471313
2021-10-08,2.2664391006161444
2021-10-15,2.2363068583911048
2021-10-22,2.264042895623582
2021-10-29,2.208913658042802
2021-11-05,2.151366585129103
2021-11-12,2.1379878240525065
2021-11-19,2.1417226478556683
2021-11-26,2.136875251153941
2021-12-03,2.1705704486639323
2021-12-10,2.187048401545747
2021-12-17,2.1853232361542787
2021-12-24,2.2181796478738995
2021-12-31,2.2103241264290028
2022-01-07,2.244602774559479
2022-01-14,2.184667184458647
2022-01-21,2.1878101121810456
2022-01-28,2.1324878707322443
2022-02-11,2.288936546689004
2022-02-18,2.261024604351065
2022-02-25,2.2174585100167055
2022-03-04,2.313314125372182
2022-03-11,2.222777074073849
2022-03-18,2.1519606897815917
2022-03-25,2.2174910656706266
2022-04-01,2.3805151196470664
2022-04-08,2.4295919337157015
2022-04-15,2.4625446623947593
2022-04-22,2.3994378380017056
2022-04-29,2.404458155305865
2022-05-06,2.368953294530884
2022-05-13,2.3704235030098353
2022-05-20,2.4094566588447885
2022-05-27,2.410004397563233
2022-06-02,2.447402819091526
2022-06-10,2.530726383662198
2022-06-17,2.447505920040082
2022-06-24,2.4453942590735593
2022-07-01,2.48631161380788
2022-07-08,2.4342378732162415
2022-07-15,2.3528283068227736
2022-07-22,2.3990398793952727
2022-07-29,2.3865689348183046
2022-08-05,2.3762884964806825
2022-08-12,2.4177579177858783
2022-08-19,2.4039981750188293
2022-08-26,2.4706733612749345
2022-09-02,2.445584283732014
2022-09-09,2.541072400849669
2022-09-16,2.4321539400394014
2022-09-23,2.458201020251013
2022-09-30,2.3796633813156203
2022-10-14,2.328679603239251
2022-10-21,2.2929501642252332
2022-10-28,2.1936807090094246
2022-11-04,2.3445069250744703
2022-11-11,2.293610538711051
2022-11-18,2.292743118427884
2022-11-25,2.294215436560552
2022-12-02,2.379498422778973
2022-12-09,2.485668779717762
2022-12-16,2.4803726117634364
2022-12-23,2.425479583898659
2022-12-30,2.4335404999845465
2023-01-06,2.506142528186487
2023-01-13,2.534539014037313
2023-01-20,2.560299460948046
2023-02-03,2.5585005712854803
2023-02-10,2.5611906967169165
2023-02-17,2.52685025617125
2023-02-24,2.5873117814538262
2023-03-03,2.621344027831557
2023-03-10,2.518076890666657
2023-03-17,2.5505745980370556
2023-03-24,2.5004903409508272
2023-03-31,2.542531993517547
2023-04-07,2.597247236294528
2023-04-14,2.6499310580349897
2023-04-21,2.6654021312361325
2023-04-28,2.7389683264597333
2023-05-05,2.786924145654871
2023-05-12,2.758806043312374
2023-05-19,2.766770230786451
2023-05-26,2.682706438747296
2023-06-02,2.6893816666049126
2023-06-09,2.7081924099913213
2023-06-16,2.748787159696015
2023-06-21,2.6623800391530543
2023-06-30,2.7122593004392668
2023-07-07,2.7348286545358986
2023-07-14,2.730188347114551
2023-07-21,2.662649217990849
2023-07-28,2.753842485205626
2023-08-04,2.7371575196124005
2023-08-11,2.6418325065555375
2023-08-18,2.615853141468331
2023-08-25,2.5560110498925424
2023-09-01,2.604907232354871
2023-09-08,2.6394623119349956
2023-09-15,2.689119041892554
2023-09-22,2.7030232413106154
2023-09-28,2.6825635656251814
2023-10-13,2.667262355964236
2023-10-20,2.607652615976622
2023-10-27,2.6043716052596877
2023-11-03,2.5881344850948564
2023-11-10,2.559273598524923
2023-11-17,2.543556241303066
2023-11-24,2.589634065217391
2023-12-01,2.6023194065407087
2023-12-08,2.5547231677126194
2023-12-15,2.550721247451752
2023-12-22,2.5601870341171646
2023-12-29,2.5733952193159846
2024-01-05,2.6504078450737154
2024-01-12,2.6089588830717165
2024-01-19,2.578697403675839
2024-01-26,2.762532932227769
2024-02-02,2.7203827285940623
2024-02-08,2.820811042655952
2024-02-23,2.983842508653348
2024-03-01,2.9342825800516867
2024-03-08,2.9851488637446293
2024-03-15,3.0370273295398666
2024-03-22,3.020594133149001
2024-03-29,3.043973531570498
2024-04-03,3.109738803394281
2024-04-12,3.03652835519222
2024-04-19,3.1060360468168446
2024-04-26,3.0448844778889073
2024-04-30,3.029554145144082
2024-05-10,3.0664293785537895
2024-05-17,3.0690148852515433
2024-05-24,2.9599013651298267
2024-05-31,2.988965685315619
2024-06-07,3.0216066088846207
2024-06-14,2.994606056734324
2024-06-21,2.985726796291012
2024-06-28,3.0430153346102027
2024-07-05,3.0737334181903226
2024-07-12,3.0452686652710215
2024-07-19,3.0591554426583225
2024-07-26,2.915054490568343
2024-08-02,2.9667129949137427
2024-08-09,2.910184257022154
2024-08-16,2.910671210063607
2024-08-23,2.94093858034907
2024-08-30,2.910781138515486
2024-09-06,2.7730215316021405
2024-09-13,2.738674095686379
2024-09-20,2.8069052903673235
2024-09-27,3.2508359067669006
2024-09-30,3.537170177266756
2024-10-11,3.3621234588323516
2024-10-18,3.3941684036105184
2024-10-25,3.4460173188673604
2024-11-01,3.510811244615204
2024-11-08,3.6835355433970243
2024-11-15,3.506470429767275
2024-11-22,3.534751603634324
2024-11-29,3.6669752249522203
2024-12-06,3.751599584493861
2024-12-13,3.8036222069862706
2024-12-20,3.686066198185851
2024-12-27,3.6278253840182186
2025-01-03,3.519351920617843
2025-01-10,3.440007327176974
2025-01-17,3.4733421693445274
2025-01-24,3.411197836123892
2025-01-27,3.426763658697138
2025-02-07,3.470758846977822
2025-02-14,3.485561028391094
2025-02-21,3.5506514406572425
2025-02-28,3.5088752137253167
2025-03-07,3.5455786081549294
2025-03-14,3.660582262749012
2025-03-21,3.574324665309801
2025-03-28,3.5282800176931883
2025-04-03,3.55061617675373
2025-04-11,3.4001111452210866
2025-04-18,3.4924023768305537
2025-04-25,3.473047534049112
2025-04-30,3.431245859258249
2025-05-09,3.5137732592796156
2025-05-16,3.548458587333371
2025-05-23,3.5380603993806092
2025-05-30,3.531259306059778
2025-06-06,3.537154812904003
2025-06-13,3.617527292449471
2025-06-20,3.5354675231268744
2025-06-27,3.5916734852171226
2025-07-04,3.6447182268901
2025-07-11,3.7484477912653884
2025-07-18,3.745036596048495
2025-07-25,3.9705106518293327
2025-08-01,3.859246655973072
2025-08-08,3.949428847637719
2025-08-15,3.9523352842379333
2025-08-22,4.132540436741577
2025-08-29,4.299998011128955
2025-09-05,4.497023834898987
2025-09-12,4.514343516379889
2025-09-19,4.524063234853797
2025-09-26,4.47171584632443
2025-09-30,4.507972069025741
2025-10-10,4.5599679436397675
2025-10-17,4.589793591315024
2025-10-24,4.743734922747198
2025-10-31,4.728841493940803
2025-11-07,4.918715702234889
2025-11-14,4.973723122309412
2025-11-21,4.803800159531783
2025-11-28,4.752022452284214
2025-12-05,4.734308901002542
2025-12-12,4.635194591483857
2025-12-19,4.684754200099576
2025-12-26,4.782616739925814
2025-12-31,4.733913688172396
2026-01-09,4.825821849373947
2026-01-16,4.874946160842614
2026-01-23,5.131441535918952
2026-01-30,5.23218650190957
2026-02-06,5.163756881434962
2026-02-13,5.107102308814794
2026-02-27,5.256901180836243
2026-03-06,5.479881233879765
2026-03-13,5.584781816411186
2026-03-20,5.4928298145725485
2026-03-27,5.4591400862330834
2026-04-03,5.53127262551798
2026-04-10,5.493146731280172
2026-04-17,5.49277964503425
2026-04-22,5.522673454910638
