expression,year,n_days,mean_ann,vol_ann,sharpe
r2_lt_rev_60d,2020,243,-0.1416874623927624,0.20917742251425706,-0.6773554272240127
r2_lt_rev_60d,2021,243,0.12506906136576867,0.42097268823894285,0.29709542889580487
r2_lt_rev_60d,2022,242,0.46759024141656147,0.28395737489916056,1.6466916613192841
r2_lt_rev_60d,2023,242,-0.005718822855578584,0.25815089608430597,-0.022153023453813432
r2_lt_rev_60d,2024,242,0.34621637922082865,0.5204679242591846,0.66520214423131
r2_lt_rev_60d,2025,242,0.23145954383624,0.2880861052870894,0.8034387621908431
r2_lt_rev_60d,2026,71,0.7969392701189608,0.5188517305981255,1.5359672583153179
r2_lt_rev_120d,2020,243,-0.19691702060131194,0.1539038535261666,-1.279480767307963
r2_lt_rev_120d,2021,243,0.08160498755302815,0.34839236429554515,0.2342329968052966
r2_lt_rev_120d,2022,242,0.4764178389361389,0.2884291186475238,1.6517674816263876
r2_lt_rev_120d,2023,242,-0.07966304566693898,0.2446721017847672,-0.3255910464897091
r2_lt_rev_120d,2024,242,0.11081305084446538,0.6018472379672988,0.18412155752135625
r2_lt_rev_120d,2025,242,0.22528609288631204,0.25417778312066386,0.8863327475767767
r2_lt_rev_120d,2026,71,-0.17169244403983913,0.47153437803990683,-0.36411437221934323
r2_lt_rev_250d,2020,243,0.0,0.0,0.0
r2_lt_rev_250d,2021,243,-0.029817271457333153,0.36845340698726653,-0.08092548716305835
r2_lt_rev_250d,2022,242,0.05983398308646697,0.2795588190815967,0.21403003233105958
r2_lt_rev_250d,2023,242,0.3067369911990413,0.2400680939809915,1.277708278982415
r2_lt_rev_250d,2024,242,0.10032549775632289,0.598639026281584,0.16758930399090355
r2_lt_rev_250d,2025,242,-0.26694144186402957,0.2787642917106606,-0.95758836336577
r2_lt_rev_250d,2026,71,-0.3076385214009759,0.5202036137710171,-0.5913809770963876
r2_vol_scaled_lt_120,2020,243,-0.2683972913525776,0.16963650353475945,-1.5821906592031445
r2_vol_scaled_lt_120,2021,243,-0.06656533421106352,0.4165780951189674,-0.15979076910429876
r2_vol_scaled_lt_120,2022,242,0.5094890458629879,0.32752870060856626,1.5555554212999636
r2_vol_scaled_lt_120,2023,242,-0.24401457362442125,0.24401279595948455,-1.0000072851299855
r2_vol_scaled_lt_120,2024,242,-0.1847718061442875,0.26907361350978193,-0.6866961190810719
r2_vol_scaled_lt_120,2025,242,0.2869054225518932,0.2594157676061492,1.1059675562492386
r2_vol_scaled_lt_120,2026,71,-1.0630242144273672,0.46657496165878665,-2.2783567524670834
r2_deep_dip_rev,2020,243,-0.39909424932700577,0.25918169756732623,-1.5398241969741524
r2_deep_dip_rev,2021,243,0.24719561309598867,0.36452345309627354,0.6781336317219138
r2_deep_dip_rev,2022,242,0.12150179334491243,0.2962420304729656,0.41014366918471556
r2_deep_dip_rev,2023,242,0.23798490974735687,0.25293606286861076,0.9408895949763385
r2_deep_dip_rev,2024,242,-0.07127169961738994,0.3527239652913319,-0.2020608368884807
r2_deep_dip_rev,2025,242,0.28571936477258797,0.1990816162550432,1.4351870863181724
r2_deep_dip_rev,2026,71,-0.1784292841087834,0.41005002470522167,-0.43514028376672653
r2_rsi_extreme_os,2020,243,0.17994413221632446,0.1665809656352493,1.080220249235051
r2_rsi_extreme_os,2021,243,0.09686658938658393,0.3445414909026337,0.28114636972404033
r2_rsi_extreme_os,2022,242,-0.3156290980545708,0.388804011309669,-0.8117948603240698
r2_rsi_extreme_os,2023,242,-0.09495317214054634,0.26809477350316885,-0.3541776324088765
r2_rsi_extreme_os,2024,242,0.3392284933919094,0.4804093910849281,0.7061237762771787
r2_rsi_extreme_os,2025,242,0.27586566373877125,0.26793042490706664,1.0296167888900896
r2_rsi_extreme_os,2026,71,-0.6649825880702284,0.48024428419352333,-1.3846756951765433
r2_vol_confirmed_lt60,2020,243,0.36253841253722713,0.17620426782302942,2.0574893957809364
r2_vol_confirmed_lt60,2021,243,0.34676367697261573,0.33120502595955675,1.0469758904412243
r2_vol_confirmed_lt60,2022,242,0.005089360957384371,0.2423194038955352,0.02100269675299471
r2_vol_confirmed_lt60,2023,242,-0.4053988589444063,0.17748937753261382,-2.284073923634748
r2_vol_confirmed_lt60,2024,242,0.039276663491109295,0.2675971376374448,0.14677534983323873
r2_vol_confirmed_lt60,2025,242,-0.016849620062016665,0.23415740400059937,-0.07195851924448879
r2_vol_confirmed_lt60,2026,71,-0.28727614078074265,0.4752881161819263,-0.6044252549137623
r2_residual_rev,2020,243,-0.05859483144425246,0.2557951899801898,-0.2290693247546616
r2_residual_rev,2021,243,-0.23583416565685494,0.4268706671948587,-0.552472174315976
r2_residual_rev,2022,242,-0.010695117815388235,0.28628489311648747,-0.037358303118832266
r2_residual_rev,2023,242,-0.06286544588923998,0.22298796674100899,-0.28192304189335704
r2_residual_rev,2024,242,-0.28595019492113316,0.26651758870506587,-1.072913034785002
r2_residual_rev,2025,242,-0.4325516440551609,0.247235336812851,-1.7495542895738574
r2_residual_rev,2026,71,1.002661672183097,0.4878514535058864,2.0552601923753393
