ts_code,industry,size_bin,total_mv,ag_2y_q,nsi_2y_q,ag_orth_nsi,g4,signal,weight
301095.SZ,半导体,s3,980375.9258,0.030092973250464894,-0.00140544,0.5247692607279614,0.5102126150597605,0.7758224701855224,0.0013679890560875513
002446.SZ,通信设备,s3,569330.1123,0.12981612177798396,-0.002242048643885856,0.5764249661348716,0.45744202706884823,0.7749783666243348,0.0013679890560875513
002346.SZ,电气设备,s3,543137.7617,0.029086759246123726,-0.0,0.5653097449352694,0.46838759274873404,0.7748499164804159,0.0013679890560875513
002593.SZ,钢加工,s3,360128.397,0.05671523896091091,-0.0,0.5659724585648255,0.4664201264848805,0.7738620578835707,0.0013679890560875513
601866.SH,水运,s5,3005238.8502,0.013887144832825193,0.0007756748689540243,0.5610433228621079,0.46952625270875986,0.772481814963601,0.0013679890560875513
601002.SH,机械基件,s4,418045.0354,0.015775516685790105,0.005037564275750789,0.5365753333409353,0.49363214006455663,0.7722076589836859,0.0013679890560875513
300102.SZ,半导体,s3,958987.8852,0.04360646252879009,-0.01854265088250806,0.5868556438847535,0.4415880633863399,0.7708722705791028,0.0013679890560875513
002246.SZ,化工原料,s3,536406.9937,0.03306525834560772,-0.0,0.5600912861311123,0.46756596747061185,0.7702768281957078,0.0013679890560875513
300040.SZ,新型电力,s1,396087.5065,0.05758982568523255,-0.025853867505658948,0.6644158156451433,0.36289044019206634,0.7700110796162187,0.0013679890560875513
603630.SH,日用化工,s2,390504.7417,0.007133897144243715,0.0011904751344950393,0.5546976815629672,0.4711872862603644,0.7689349893703012,0.0013679890560875513
688010.SH,元器件,s4,674198.066,0.08507837580899197,-0.04544567456084339,0.741219222576573,0.28459289058391163,0.7688798294088484,0.0013679890560875513
002579.SZ,元器件,s3,441698.025,0.04292265727661465,-0.0,0.558089533893635,0.4665763570660387,0.7680119978941217,0.0013679890560875513
688055.SH,元器件,s4,1083333.355,0.04290027194341775,-0.0,0.5580240584976097,0.4665763570660387,0.7679624249473842,0.0013679890560875513
000876.SZ,饲料,s5,4512362.4163,0.1372937507739547,0.0028244393580090107,0.5383397563801647,0.4839712213619391,0.766229038269707,0.0013679890560875513
300676.SZ,医疗保健,s5,1980973.9833,0.12752431361956745,-0.004607837624368279,0.5739359354869176,0.4481302168848438,0.766043675281765,0.0013679890560875513
600984.SH,工程机械,s2,427394.9345,0.05624244972092928,-0.0,0.5553199148672505,0.4664201264848805,0.7657967690362442,0.0013679890560875513
300497.SZ,化学制药,s3,432303.7995,0.10335477958009832,-0.0,0.5548518092770625,0.4664201264848805,0.7654423553954184,0.0013679890560875513
600654.SH,仓储物流,s4,834561.8434,0.12366159555561713,-0.024124718861209964,0.6503952981079115,0.36981467373949456,0.7646383177909419,0.0013679890560875513
600745.SH,半导体,s5,3896774.4131,0.022327410007762324,0.001441585298236997,0.49830758383320894,0.5216132937369319,0.7644194377828943,0.0013679890560875513
600527.SH,化纤,s1,337693.3759,0.10047330378675148,-0.0,0.5534261079756101,0.4664201264848805,0.7643629237467277,0.0013679890560875513
000762.SZ,小金属,s3,956354.5469,0.009589631201674411,-5.564389930649281e-06,0.552853769651122,0.46639784434299963,0.7639127227476096,0.0013679890560875513
002538.SZ,农药化肥,s3,495062.3425,0.08043303161813974,-0.0,0.5527612405097049,0.4664201264848805,0.763859537108761,0.0013679890560875513
600366.SH,矿物制品,s4,783616.2694,0.06921004034703683,0.01198074682927045,0.34353846943173866,0.6746982244478696,0.7631443030994108,0.0013679890560875513
002361.SZ,化工原料,s3,529726.4777,0.029194926174095807,-0.0,0.5487708590706482,0.46756596747061185,0.7617058693045916,0.0013679890560875513
002387.SZ,元器件,s4,1175980.2102,0.048417655911030665,-0.009868541269551251,0.5871535281618578,0.4270585951071867,0.7600972069895823,0.0013679890560875513
301389.SZ,元器件,s3,493006.5,0.038886150915287805,-0.0,0.5462830599742016,0.4665763570660387,0.7590730416098743,0.0013679890560875513
601600.SH,铝,s5,10979604.5299,-0.016706060250683465,-0.0,0.5460526284014923,0.4664201264848805,0.7587802906908633,0.0013679890560875513
002068.SZ,化工原料,s4,722844.3277,0.012020601875708109,0.01707534472870565,0.4760582564050611,0.5359427812187914,0.758423142568827,0.0013679890560875513
002950.SZ,医疗保健,s3,521810.6954,0.1198063254569363,-0.0,0.5452953727995816,0.4665819237188274,0.7583294552969396,0.0013679890560875513
300302.SZ,IT设备,s4,679596.0656,0.11654808870570275,0.010860102850498788,0.49859331661209905,0.5099085152520054,0.7557738124191634,0.0013679890560875513
000021.SZ,元器件,s5,2663923.0127,0.0373837875062931,-0.0,0.541888761336214,0.4665763570660387,0.7557460158024277,0.0013679890560875513
603390.SH,汽车配件,s2,331978.3529,0.0014311768416606677,4.265156426716094e-05,0.5373581006954692,0.4705596768953895,0.7553316113308622,0.0013679890560875513
600725.SH,商贸代理,s3,383298.17,0.18240861951861492,-0.0,0.5414636661395176,0.4664201264848805,0.7553058805215126,0.0013679890560875513
601162.SH,证券,s3,3518297.5304,0.0031846461950354116,-0.0,0.540891792822401,0.4664201264848805,0.7548729019186954,0.0013679890560875513
000070.SZ,通信设备,s3,530303.0636,0.17932183361232035,-0.06601630346537259,0.8051816716252876,0.2020632682126989,0.7548221902030676,0.0013679890560875513
000507.SZ,新型电力,s1,499416.048,0.026954223666923915,-0.0,0.5407734245604856,0.4664201264848805,0.7547832825517343,0.0013679890560875513
601339.SH,纺织,s5,727290.965,0.11207326769028472,0.00028733333333333334,0.5388422810486719,0.46757072918890374,0.7541923169335046,0.0013679890560875513
688001.SH,专用机械,s5,1055545.4879,0.05104307278813144,-0.010862841280721552,0.5826505039040389,0.4234764985649232,0.7539757737930176,0.0013679890560875513
000778.SZ,钢加工,s5,1343518.7946,0.04768834296200159,-0.0,0.5395694747356291,0.4664201264848805,0.7538717441088207,0.0013679890560875513
002102.SZ,化学制药,s4,716061.8933,0.09766931071512117,-0.0,0.5382222455243031,0.4664201264848805,0.7528517255065619,0.0013679890560875513
002239.SZ,汽车配件,s5,920075.4286,0.01881969523437091,-0.020462663486338878,0.6152126240740688,0.3884478290621825,0.7521082918667036,0.0013679890560875513
688267.SH,化工原料,s3,438738.0,0.024697754069994922,-0.0,0.5356169729113267,0.46756596747061185,0.7517467558429,0.0013679890560875513
300311.SZ,软件服务,s2,373864.7333,0.15613849345151212,-0.0,0.5250732110073686,0.4779403588433539,0.7516185214704098,0.0013679890560875513
688380.SH,半导体,s3,1095398.64,0.017792824863325955,-0.0,0.4869420569942865,0.515840583961184,0.7514436798272982,0.0013679890560875513
300077.SZ,半导体,s3,1430992.9218,-0.0018016437010070748,0.021034456129040924,0.4019387040914176,0.6000713337282318,0.7508587240053226,0.0013679890560875513
603131.SH,专用机械,s4,514509.5302,0.039400144354183576,-1.9944357820421707e-05,0.5343215824419604,0.46689598760993994,0.7502587282080232,0.0013679890560875513
002556.SZ,农药化肥,s3,507333.6909,0.06648569644176242,0.007835382604178072,0.5016513774858274,0.4977962717682573,0.7489186799644734,0.0013679890560875513
300377.SZ,软件服务,s5,1665724.8314,0.1547397739213886,0.0001198138763319509,0.5208243326324196,0.47842014365804203,0.7487648529834151,0.0013679890560875513
600392.SH,小金属,s4,1794894.4077,0.0024907630036925276,-0.0,0.5320827951146012,0.4664201264848805,0.7482034046619026,0.0013679890560875513
600973.SH,电气设备,s3,591058.8529,0.01658729623771494,-0.0,0.528749766873649,0.46838759274873404,0.7471695058958517,0.0013679890560875513
600855.SH,专用机械,s4,491969.8644,0.07449958330393683,-0.04021946953374118,0.6899058436724258,0.30592029491436135,0.7461767499217852,0.0013679890560875513
002658.SZ,环境保护,s4,429774.3846,0.11959513744650314,-0.0089651748358376,0.5650379417390994,0.43051982112007037,0.7459735564100479,0.0013679890560875513
603337.SH,纺织机械,s5,1353351.0282,0.0820314936862463,0.006064079387576959,0.5045628526857436,0.4907032337032936,0.7457527213636614,0.0013679890560875513
600292.SH,水力发电,s3,1023650.9428,0.0858759725429098,-0.0,0.528644404061914,0.4664201264848805,0.7456001187428505,0.0013679890560875513
300197.SZ,环境保护,s4,539684.2506,0.1574944551988079,-0.05045421362473197,0.7305092286904391,0.264380377206526,0.7454676792178465,0.0013679890560875513
000960.SZ,小金属,s5,2277789.9016,0.000743286660524604,-0.0,0.5269715597978168,0.4664201264848805,0.7443335694031272,0.0013679890560875513
688371.SH,元器件,s3,500189.2828,0.032004816708106947,-0.0,0.5261556811036082,0.4665763570660387,0.7438341344587245,0.0013679890560875513
002689.SZ,运输设备,s3,354725.6465,0.06963546783094181,-0.0,0.5258496295509565,0.4664201264848805,0.743484129892305,0.0013679890560875513
688206.SH,半导体,s3,938593.4992,0.014103751437051549,-0.0,0.4761517979694335,0.515840583961184,0.7432741234993837,0.0013679890560875513
688282.SH,通信设备,s2,413600.0,0.11327163231574222,-0.0,0.5250820258092824,0.4664201264848805,0.7429029592280344,0.0013679890560875513
600873.SH,食品,s5,3106686.9488,0.027793314682756372,0.062343089939453304,0.3165060500019235,0.6746982244478696,0.7426774289768318,0.0013679890560875513
300148.SZ,出版业,s1,348336.506,0.10552378776535205,-0.0,0.5243342529351658,0.4664201264848805,0.7423368029752965,0.0013679890560875513
002734.SZ,农药化肥,s3,482480.4294,0.05609865312460999,0.015284854475813216,0.4614631333094814,0.527627069259144,0.7410768159355063,0.0013679890560875513
600863.SH,火力发电,s4,2636862.6756,0.006884163251977412,-0.0,0.5226007249840192,0.4664201264848805,0.7410243086032627,0.0013679890560875513
002673.SZ,证券,s3,3320899.2068,-0.0031280719636312174,-0.0,0.5224275726207184,0.4664201264848805,0.740893210917652,0.0013679890560875513
300066.SZ,电器仪表,s3,387932.4067,0.026099226249778028,-0.0,0.4903689655593012,0.49598458916884913,0.7390048361404956,0.0013679890560875513
603960.SH,汽车配件,s3,449244.138,-0.007593096637202651,0.0018026668083499526,0.5086457975833718,0.4776075132026878,0.7389289391180464,0.0013679890560875513
301238.SZ,化工原料,s5,1208533.2784,0.018611844501058582,-0.0,0.5178161505739483,0.46756596747061185,0.7382693388102356,0.0013679890560875513
603626.SH,元器件,s3,442793.9926,0.025310117856474162,0.004537333853549937,0.5006009771818625,0.4847457373477692,0.7382425339848142,0.0013679890560875513
600031.SH,工程机械,s5,16263482.853,0.041633596496519806,0.0021555831223313044,0.5097523916455043,0.4750519818304762,0.7378319149462408,0.0013679890560875513
002115.SZ,互联网,s3,594456.6464,0.1744595138504377,-0.0,0.5182254197247684,0.4664201264848805,0.7377116631250642,0.0013679890560875513
300145.SZ,机械基件,s5,668473.2821,0.003236212674345824,0.0011593821721239818,0.5050042956202759,0.47810227875900896,0.7365464717217555,0.0013679890560875513
688322.SH,元器件,s5,2108805.272,0.028652257403915714,-0.0,0.5163497002763474,0.4665763570660387,0.7364097980702986,0.0013679890560875513
