year,n_days,anchor_sharpe,ivol_sharpe,blend_sharpe,anchor_cum,ivol_cum,blend_cum
2020,243,1.9846449996208313,5.666940461636185,3.3173752989873746,0.20555830109382014,0.14773165279972558,0.17664497694677286
2021,243,1.6675064253009129,9.107144745271945,3.594467675382219,0.18604315359768292,0.22228274702533327,0.2041629503115081
2022,242,1.3159102069843152,1.684130977211714,1.448166219184003,0.3480649450736092,0.03486334746228365,0.19146414626794642
2023,242,1.1958915910133319,3.7229205106544097,1.9863350480626496,0.13146715465157538,0.09690427597637093,0.11418571531397315
2024,242,0.19849351059122894,3.8206541317793383,0.5127614178886247,0.02112830139347839,0.03294286478780278,0.027035583090640587
2025,243,1.210316581524239,7.4054663844144,3.1689447563399997,0.12257914459579289,0.22110744658743642,0.17184329559161463
2026,56,1.0738353281771031,-15.707109389095471,-1.0793719007520624,0.029000259190969546,-0.058144142022338016,-0.014571941415684233
