year,n_days,sharpe_excess_net,sharpe_portfolio_net,sharpe_bench,ann_ret_excess,ann_ret_portfolio,ann_ret_bench
2020,243,1.5625532666276774,2.164558910478929,1.6293626003313015,0.16038932428518116,0.5330657031856763,0.37267637890049515
2021,243,0.6745514565101306,1.135600526137078,0.832990909049068,0.07897897375552333,0.2291802663077473,0.15020129255222398
2022,242,0.8438093707658799,-0.5595528744381718,-0.9844420158585957,0.08667247150980636,-0.09680992717290071,-0.18348239868270716
2023,242,1.053360836409398,0.5785498348310665,-0.22284595290100265,0.10831399540015227,0.08110168136369994,-0.027212314036452398
2024,242,-0.12527134994166872,0.6988485648228956,0.578856608801765,-0.013712718019321987,0.12761883882975184,0.1413315568490738
2025,242,1.5350197672404033,1.9632108125692298,1.504392967522052,0.1471682590540869,0.3988477345989412,0.25167947554485437
2026,77,2.8501359502978514,1.6208999538289193,0.2897855148339865,0.10498845682787748,0.12241566547605445,0.017427208648176973
