rebal_date,phase,top_n
2025-06-24,12,510880.SS;510050.SS;510180.SS
2025-07-23,12,510050.SS;510180.SS;510880.SS
2025-08-21,12,510050.SS;510180.SS;510300.SS
2025-09-19,12,515880.SS;512980.SS;512480.SS
2025-10-28,12,515880.SS;159949.SZ;159915.SZ
2025-11-26,12,159980.SZ;518880.SS;515880.SS
2025-12-25,12,512660.SS;515880.SS;518880.SS
2026-01-27,12,518880.SS;512480.SS;512760.SS
2026-03-05,12,510500.SS;515210.SS;510880.SS
2026-04-03,12,510880.SS;159949.SZ;159915.SZ
2019-01-21,13,
2019-02-26,13,
2019-03-27,13,
2019-04-26,13,
2019-06-03,13,
2019-07-03,13,
2019-08-01,13,
2019-08-30,13,
2019-10-08,13,
2019-11-06,13,512010.SS;510050.SS;510300.SS
2019-12-05,13,159949.SZ;159915.SZ;510300.SS
2020-01-06,13,159915.SZ;159949.SZ;512980.SS
2020-02-12,13,159915.SZ;159949.SZ;512980.SS
2020-03-12,13,518880.SS;512290.SS;512660.SS
2020-04-13,13,512290.SS;512010.SS;518880.SS
2020-05-15,13,518880.SS;512290.SS;512010.SS
2020-06-15,13,512290.SS;512010.SS;159949.SZ
2020-07-16,13,518880.SS;512010.SS;512290.SS
2020-08-14,13,510300.SS;512660.SS;510180.SS
2020-09-14,13,512690.SS;510180.SS;510050.SS
2020-10-21,13,510050.SS;512690.SS;510300.SS
2020-11-19,13,510180.SS;510050.SS;510880.SS
2020-12-18,13,159980.SZ;512690.SS;159949.SZ
2021-01-19,13,159949.SZ;510180.SS;512760.SS
2021-02-24,13,159980.SZ;515210.SS;515220.SS
2021-03-25,13,515220.SS;159980.SZ;510880.SS
2021-04-26,13,515220.SS;515210.SS;159980.SZ
2021-05-28,13,510500.SS;159949.SZ;159915.SZ
2021-06-29,13,159949.SZ;159915.SZ;512170.SS
2021-07-28,13,512760.SS;159980.SZ;515220.SS
2021-08-26,13,510880.SS;515210.SS;515220.SS
2021-09-28,13,159980.SZ;515220.SS;510500.SS
2021-11-03,13,512660.SS;159949.SZ;159915.SZ
2021-12-02,13,159949.SZ;512660.SS;159915.SZ
2021-12-31,13,512660.SS;510500.SS;515880.SS
2022-02-08,13,159980.SZ;510880.SS;515220.SS
2022-03-09,13,518880.SS;159980.SZ;515220.SS
2022-04-11,13,515220.SS;159980.SZ;510880.SS
2022-05-13,13,518880.SS;515220.SS;512660.SS
2022-06-14,13,515220.SS;510500.SS;510880.SS
2022-07-13,13,512660.SS;159949.SZ;159915.SZ
2022-08-11,13,512660.SS;515880.SS;510500.SS
2022-09-09,13,515220.SS;510880.SS;512660.SS
2022-10-18,13,515220.SS;518880.SS;510880.SS
2022-11-16,13,518880.SS;159980.SZ;512660.SS
2022-12-15,13,159980.SZ;518880.SS;510050.SS
2023-01-16,13,518880.SS;159980.SZ;510050.SS
2023-02-21,13,512980.SS;510880.SS;512690.SS
2023-03-22,13,515880.SS;512980.SS;510880.SS
2023-04-21,13,510880.SS;518880.SS;515880.SS
2023-05-25,13,518880.SS;515880.SS;512980.SS
2023-06-27,13,518880.SS;515880.SS;512980.SS
2023-07-26,13,518880.SS;159980.SZ;515880.SS
2023-08-24,13,518880.SS;159980.SZ;510880.SS
2023-09-22,13,518880.SS;510880.SS;159980.SZ
2023-10-31,13,518880.SS;515220.SS;512290.SS
2023-11-29,13,515220.SS;518880.SS;512290.SS
2023-12-28,13,518880.SS;515220.SS;159980.SZ
2024-01-29,13,515220.SS;510880.SS;518880.SS
2024-03-06,13,518880.SS;515220.SS;515880.SS
2024-04-08,13,518880.SS;159980.SZ;510880.SS
2024-05-10,13,159980.SZ;510050.SS;510180.SS
2024-06-11,13,510880.SS;512660.SS;518880.SS
2024-07-10,13,515880.SS;518880.SS;510880.SS
2024-08-08,13,518880.SS;512660.SS;512480.SS
2024-09-06,13,518880.SS;512880.SS;159980.SZ
2024-10-16,13,518880.SS;510880.SS;512880.SS
2024-11-14,13,515880.SS;510500.SS;512480.SS
2024-12-13,13,512980.SS;510500.SS;515210.SS
2025-01-14,13,518880.SS;512480.SS;512760.SS
2025-02-20,13,518880.SS;512480.SS;512760.SS
2025-03-21,13,515210.SS;518880.SS;510500.SS
2025-04-22,13,518880.SS;512480.SS;510880.SS
2025-05-26,13,510050.SS;518880.SS;510880.SS
2025-06-25,13,510050.SS;510880.SS;510180.SS
2025-07-24,13,510050.SS;510180.SS;510500.SS
2025-08-22,13,159949.SZ;510050.SS;510180.SS
2025-09-22,13,512480.SS;512760.SS;515880.SS
2025-10-29,13,159915.SZ;159949.SZ;510180.SS
2025-11-27,13,159980.SZ;515880.SS;518880.SS
2025-12-26,13,159980.SZ;512660.SS;518880.SS
2026-01-28,13,159980.SZ;512480.SS;512760.SS
2026-03-06,13,510500.SS;515210.SS;510180.SS
2026-04-07,13,510880.SS;159949.SZ;159915.SZ
2019-01-22,14,
2019-02-27,14,
2019-03-28,14,
2019-05-06,14,
2019-06-04,14,
2019-07-04,14,
2019-08-02,14,
2019-09-02,14,
2019-10-09,14,
2019-11-07,14,512010.SS;510050.SS;510300.SS
2019-12-06,14,159949.SZ;159915.SZ;510300.SS
2020-01-07,14,159915.SZ;159949.SZ;510300.SS
2020-02-13,14,159915.SZ;159949.SZ;512010.SS
2020-03-13,14,512290.SS;512660.SS;159949.SZ
2020-04-14,14,512010.SS;512290.SS;518880.SS
2020-05-18,14,512010.SS;512290.SS;518880.SS
2020-06-16,14,159949.SZ;512010.SS;512290.SS
2020-07-17,14,518880.SS;512660.SS;512010.SS
2020-08-17,14,510300.SS;512660.SS;510880.SS
2020-09-15,14,512690.SS;510050.SS;510180.SS
2020-10-22,14,512690.SS;510050.SS;510300.SS
2020-11-20,14,159980.SZ;510180.SS;510050.SS
2020-12-21,14,159949.SZ;512690.SS;159980.SZ
2021-01-20,14,159915.SZ;159949.SZ;512010.SS
2021-02-25,14,159980.SZ;515210.SS;510050.SS
2021-03-26,14,512480.SS;159980.SZ;510880.SS
2021-04-27,14,159980.SZ;515220.SS;515210.SS
2021-05-31,14,510500.SS;159949.SZ;159915.SZ
2021-06-30,14,159915.SZ;159949.SZ;512760.SS
2021-07-29,14,512760.SS;159949.SZ;159980.SZ
2021-08-27,14,510500.SS;510880.SS;515210.SS
2021-09-29,14,159980.SZ;515220.SS;510500.SS
2021-11-04,14,512660.SS;159949.SZ;159915.SZ
2021-12-03,14,512660.SS;159949.SZ;159915.SZ
2022-01-04,14,512660.SS;510500.SS;512980.SS
2022-02-09,14,159980.SZ;515220.SS;510880.SS
2022-03-10,14,159980.SZ;515220.SS;518880.SS
2022-04-12,14,515220.SS;159980.SZ;510880.SS
2022-05-16,14,515220.SS;510880.SS;518880.SS
2022-06-15,14,515220.SS;510880.SS;510500.SS
2022-07-14,14,159949.SZ;512660.SS;159915.SZ
2022-08-12,14,512660.SS;510500.SS;515880.SS
2022-09-13,14,515220.SS;510880.SS;512660.SS
2022-10-19,14,515220.SS;518880.SS;510880.SS
2022-11-17,14,518880.SS;159980.SZ;512660.SS
2022-12-16,14,159980.SZ;518880.SS;510880.SS
2023-01-17,14,518880.SS;159980.SZ;510050.SS
2023-02-22,14,510880.SS;512690.SS;512980.SS
2023-03-23,14,515880.SS;512980.SS;518880.SS
2023-04-24,14,512980.SS;515880.SS;510880.SS
2023-05-26,14,518880.SS;515880.SS;512980.SS
2023-06-28,14,518880.SS;515880.SS;512980.SS
2023-07-27,14,518880.SS;159980.SZ;515880.SS
2023-08-25,14,518880.SS;159980.SZ;510880.SS
2023-09-25,14,518880.SS;510880.SS;159980.SZ
2023-11-01,14,518880.SS;515220.SS;512290.SS
2023-11-30,14,518880.SS;515220.SS;512290.SS
2023-12-29,14,518880.SS;515220.SS;159980.SZ
2024-01-30,14,515220.SS;518880.SS;510880.SS
2024-03-07,14,510880.SS;515220.SS;518880.SS
2024-04-09,14,518880.SS;159980.SZ;510880.SS
2024-05-13,14,159980.SZ;510180.SS;510050.SS
2024-06-12,14,510880.SS;518880.SS;512660.SS
2024-07-11,14,515880.SS;518880.SS;159980.SZ
2024-08-09,14,518880.SS;512660.SS;512480.SS
2024-09-09,14,518880.SS;512880.SS;159980.SZ
2024-10-17,14,518880.SS;512480.SS;510880.SS
2024-11-15,14,512980.SS;515880.SS;510500.SS
2024-12-16,14,510880.SS;515210.SS;512980.SS
2025-01-15,14,518880.SS;512480.SS;512760.SS
2025-02-21,14,512480.SS;512760.SS;518880.SS
2025-03-24,14,515210.SS;518880.SS;510500.SS
2025-04-23,14,518880.SS;512480.SS;512760.SS
2025-05-27,14,510050.SS;518880.SS;510180.SS
2025-06-26,14,510880.SS;510050.SS;510180.SS
2025-07-25,14,510500.SS;515880.SS;512660.SS
2025-08-25,14,159915.SZ;159949.SZ;510050.SS
2025-09-23,14,512480.SS;512760.SS;515880.SS
2025-10-30,14,510300.SS;510180.SS;510050.SS
2025-11-28,14,159980.SZ;518880.SS;515880.SS
2025-12-29,14,159980.SZ;512660.SS;515880.SS
2026-01-29,14,159980.SZ;510180.SS;515210.SS
2026-03-09,14,510880.SS;510500.SS;515210.SS
2026-04-08,14,159949.SZ;159915.SZ;510880.SS
2019-01-23,15,
2019-02-28,15,
2019-03-29,15,
2019-05-07,15,
2019-06-05,15,
2019-07-05,15,
2019-08-05,15,
2019-09-03,15,
2019-10-10,15,
2019-11-08,15,512010.SS;510050.SS;510300.SS
2019-12-09,15,159949.SZ;159915.SZ;510300.SS
2020-01-08,15,159949.SZ;518880.SS;510300.SS
2020-02-14,15,159915.SZ;159949.SZ;512010.SS
2020-03-16,15,512290.SS;159949.SZ;518880.SS
2020-04-15,15,512290.SS;512010.SS;518880.SS
2020-05-19,15,512010.SS;512290.SS;518880.SS
2020-06-17,15,512010.SS;512290.SS;159915.SZ
2020-07-20,15,512660.SS;518880.SS;510300.SS
2020-08-18,15,510300.SS;512660.SS;510880.SS
2020-09-16,15,510180.SS;512690.SS;510050.SS
2020-10-23,15,512690.SS;510050.SS;510300.SS
2020-11-23,15,159980.SZ;510050.SS;510180.SS
2020-12-22,15,512690.SS;159949.SZ;510300.SS
2021-01-21,15,159915.SZ;159949.SZ;512010.SS
2021-02-26,15,159980.SZ;510180.SS;515210.SS
2021-03-29,15,515220.SS;510880.SS;159980.SZ
2021-04-28,15,515220.SS;515210.SS;159980.SZ
2021-06-01,15,510500.SS;512170.SS;159949.SZ
2021-07-01,15,159949.SZ;512170.SS;159915.SZ
2021-07-30,15,512760.SS;515210.SS;515220.SS
2021-08-30,15,510500.SS;510880.SS;515210.SS
2021-09-30,15,515220.SS;159980.SZ;510500.SS
2021-11-05,15,512660.SS;159949.SZ;159915.SZ
2021-12-06,15,512660.SS;159949.SZ;512760.SS
2022-01-05,15,512660.SS;512980.SS;510500.SS
2022-02-10,15,159980.SZ;515220.SS;510880.SS
2022-03-11,15,159980.SZ;515220.SS;518880.SS
2022-04-13,15,515220.SS;159980.SZ;510880.SS
2022-05-17,15,515220.SS;518880.SS;510880.SS
2022-06-16,15,515220.SS;510500.SS;512660.SS
2022-07-15,15,512660.SS;159949.SZ;159915.SZ
2022-08-15,15,512660.SS;510500.SS;515220.SS
2022-09-14,15,515220.SS;510880.SS;512660.SS
2022-10-20,15,515220.SS;518880.SS;512660.SS
2022-11-18,15,518880.SS;159980.SZ;512290.SS
2022-12-19,15,518880.SS;159980.SZ;510880.SS
2023-01-18,15,159980.SZ;518880.SS;510050.SS
2023-02-23,15,510880.SS;512690.SS;510180.SS
2023-03-24,15,515880.SS;512980.SS;518880.SS
2023-04-25,15,512980.SS;518880.SS;510880.SS
2023-05-29,15,518880.SS;515880.SS;512980.SS
2023-06-29,15,515880.SS;518880.SS;512980.SS
2023-07-28,15,518880.SS;512880.SS;159980.SZ
2023-08-28,15,518880.SS;510880.SS;512880.SS
2023-09-26,15,518880.SS;510880.SS;159980.SZ
2023-11-02,15,518880.SS;515220.SS;510880.SS
2023-12-01,15,515220.SS;518880.SS;512290.SS
2024-01-02,15,518880.SS;515220.SS;159980.SZ
2024-01-31,15,515220.SS;518880.SS;510880.SS
2024-03-08,15,510880.SS;518880.SS;515880.SS
2024-04-10,15,518880.SS;159980.SZ;510880.SS
2024-05-14,15,159980.SZ;510180.SS;518880.SS
2024-06-13,15,510880.SS;518880.SS;512660.SS
2024-07-12,15,518880.SS;515880.SS;512480.SS
2024-08-12,15,518880.SS;512660.SS;512480.SS
2024-09-10,15,518880.SS;512880.SS;159980.SZ
2024-10-18,15,518880.SS;512480.SS;512760.SS
2024-11-18,15,510180.SS;515210.SS;510050.SS
2024-12-17,15,510880.SS;515210.SS;512980.SS
2025-01-16,15,518880.SS;512480.SS;515880.SS
2025-02-24,15,512480.SS;512760.SS;518880.SS
2025-03-25,15,518880.SS;515210.SS;510500.SS
2025-04-24,15,518880.SS;510880.SS;510050.SS
2025-05-28,15,510050.SS;518880.SS;510880.SS
2025-06-27,15,515880.SS;510180.SS;510880.SS
2025-07-28,15,510500.SS;515880.SS;512660.SS
2025-08-26,15,510500.SS;512980.SS;159949.SZ
2025-09-24,15,159915.SZ;159949.SZ;510300.SS
2025-10-31,15,515210.SS;510300.SS;510180.SS
2025-12-01,15,159980.SZ;518880.SS;515880.SS
2025-12-30,15,159980.SZ;515880.SS;512660.SS
2026-01-30,15,515880.SS;159949.SZ;159915.SZ
2026-03-10,15,159915.SZ;510500.SS;159949.SZ
2026-04-09,15,159949.SZ;159915.SZ;510500.SS
2019-01-24,16,
2019-03-01,16,
2019-04-01,16,
2019-05-08,16,
2019-06-06,16,
2019-07-08,16,
2019-08-06,16,
2019-09-04,16,
2019-10-11,16,
2019-11-11,16,512010.SS;510050.SS;510300.SS
2019-12-10,16,159949.SZ;159915.SZ;510300.SS
2020-01-09,16,159915.SZ;159949.SZ;510300.SS
2020-02-17,16,159915.SZ;159949.SZ;512010.SS
2020-03-17,16,512290.SS;159949.SZ;512660.SS
2020-04-16,16,512290.SS;518880.SS;512010.SS
2020-05-20,16,518880.SS;512290.SS;512010.SS
2020-06-18,16,159915.SZ;159949.SZ;512010.SS
2020-07-21,16,518880.SS;512010.SS;512290.SS
2020-08-19,16,510300.SS;510880.SS;510180.SS
2020-09-17,16,510300.SS;510180.SS;512690.SS
2020-10-26,16,512690.SS;510300.SS;510050.SS
2020-11-24,16,159980.SZ;512690.SS;510880.SS
2020-12-23,16,512690.SS;159949.SZ;510300.SS
2021-01-22,16,159915.SZ;159949.SZ;512010.SS
2021-03-01,16,515210.SS;159980.SZ;510180.SS
2021-03-30,16,515220.SS;510880.SS;159980.SZ
2021-04-29,16,159980.SZ;515220.SS;515210.SS
2021-06-02,16,510500.SS;159949.SZ;510880.SS
2021-07-02,16,159949.SZ;512760.SS;159915.SZ
2021-08-02,16,512760.SS;159915.SZ;159980.SZ
2021-08-31,16,510500.SS;510880.SS;515210.SS
2021-10-08,16,159980.SZ;515220.SS;159949.SZ
2021-11-08,16,159949.SZ;512660.SS;159915.SZ
2021-12-07,16,512660.SS;159949.SZ;512760.SS
2022-01-06,16,510500.SS;512660.SS;512980.SS
2022-02-11,16,159980.SZ;515220.SS;510880.SS
2022-03-14,16,159980.SZ;518880.SS;515220.SS
2022-04-14,16,515220.SS;159980.SZ;510880.SS
2022-05-18,16,515220.SS;510880.SS;512660.SS
2022-06-17,16,515220.SS;510500.SS;510180.SS
2022-07-18,16,515220.SS;512660.SS;159949.SZ
2022-08-16,16,512660.SS;510500.SS;515220.SS
2022-09-15,16,510880.SS;515220.SS;512660.SS
2022-10-21,16,515220.SS;510880.SS;512660.SS
2022-11-21,16,518880.SS;159980.SZ;512290.SS
2022-12-20,16,518880.SS;159980.SZ;512690.SS
2023-01-19,16,518880.SS;159980.SZ;512880.SS
2023-02-24,16,510880.SS;515880.SS;512690.SS
2023-03-27,16,512980.SS;515880.SS;518880.SS
2023-04-26,16,510880.SS;512980.SS;518880.SS
2023-05-30,16,515880.SS;518880.SS;512980.SS
2023-06-30,16,515880.SS;518880.SS;512980.SS
2023-07-31,16,518880.SS;159980.SZ;512880.SS
2023-08-29,16,518880.SS;510880.SS;159980.SZ
2023-09-27,16,510880.SS;518880.SS;159980.SZ
2023-11-03,16,518880.SS;159980.SZ;515220.SS
2023-12-04,16,518880.SS;515220.SS;512980.SS
2024-01-03,16,515220.SS;518880.SS;510880.SS
2024-02-01,16,518880.SS;510880.SS;515220.SS
2024-03-11,16,518880.SS;510880.SS;515880.SS
2024-04-11,16,510880.SS;518880.SS;159980.SZ
2024-05-15,16,159980.SZ;518880.SS;510180.SS
2024-06-14,16,510880.SS;515880.SS;518880.SS
2024-07-15,16,518880.SS;515880.SS;510880.SS
2024-08-13,16,518880.SS;512660.SS;512480.SS
2024-09-11,16,518880.SS;512880.SS;159980.SZ
2024-10-21,16,518880.SS;512480.SS;512760.SS
2024-11-19,16,512480.SS;512760.SS;510500.SS
2024-12-18,16,510880.SS;515210.SS;512980.SS
2025-01-17,16,518880.SS;512480.SS;512760.SS
2025-02-25,16,512760.SS;512480.SS;518880.SS
2025-03-26,16,518880.SS;515210.SS;510500.SS
2025-04-25,16,518880.SS;510880.SS;515210.SS
2025-05-29,16,510050.SS;510880.SS;510180.SS
2025-06-30,16,515880.SS;512660.SS;510180.SS
2025-07-29,16,510050.SS;510180.SS;510500.SS
2025-08-27,16,515880.SS;512760.SS;512480.SS
2025-09-25,16,159915.SZ;159949.SZ;510180.SS
2025-11-03,16,515210.SS;510880.SS;159915.SZ
2025-12-02,16,159980.SZ;515880.SS;518880.SS
2025-12-31,16,159980.SZ;512660.SS;510500.SS
2026-02-02,16,515880.SS;159949.SZ;159915.SZ
2026-03-11,16,159949.SZ;159915.SZ;510500.SS
2026-04-10,16,159915.SZ;159949.SZ;510300.SS
2019-01-25,17,
2019-03-04,17,
2019-04-02,17,
2019-05-09,17,
2019-06-10,17,
2019-07-09,17,
2019-08-07,17,
2019-09-05,17,
2019-10-14,17,
2019-11-12,17,512010.SS;510050.SS;510300.SS
2019-12-11,17,159949.SZ;159915.SZ;510300.SS
2020-01-10,17,510300.SS;159949.SZ;510180.SS
2020-02-18,17,159915.SZ;159949.SZ;512660.SS
2020-03-18,17,512290.SS;159949.SZ;159915.SZ
2020-04-17,17,512010.SS;512290.SS;518880.SS
2020-05-21,17,512290.SS;512010.SS;518880.SS
2020-06-19,17,159915.SZ;159949.SZ;512010.SS
2020-07-22,17,518880.SS;512290.SS;512010.SS
2020-08-20,17,510300.SS;510880.SS;510500.SS
2020-09-18,17,510180.SS;510050.SS;510300.SS
2020-10-27,17,512690.SS;510300.SS;159980.SZ
2020-11-25,17,159980.SZ;510050.SS;510880.SS
2020-12-24,17,159949.SZ;510300.SS;512690.SS
2021-01-25,17,159915.SZ;510180.SS;510300.SS
2021-03-02,17,515210.SS;515220.SS;159980.SZ
2021-03-31,17,515220.SS;510880.SS;159980.SZ
2021-04-30,17,159980.SZ;515210.SS;515220.SS
2021-06-03,17,510880.SS;510500.SS;515220.SS
2021-07-05,17,512760.SS;159949.SZ;510500.SS
2021-08-03,17,159915.SZ;159949.SZ;159980.SZ
2021-09-01,17,510880.SS;510500.SS;515210.SS
2021-10-11,17,159980.SZ;515220.SS;510500.SS
2021-11-09,17,512660.SS;159949.SZ;159915.SZ
2021-12-08,17,512660.SS;159949.SZ;159915.SZ
2022-01-07,17,510500.SS;159980.SZ;512980.SS
2022-02-14,17,159980.SZ;515220.SS;510880.SS
2022-03-15,17,159980.SZ;518880.SS;515220.SS
2022-04-15,17,515220.SS;510880.SS;159980.SZ
2022-05-19,17,515220.SS;518880.SS;512660.SS
2022-06-20,17,510500.SS;515220.SS;159949.SZ
2022-07-19,17,512660.SS;510500.SS;515220.SS
2022-08-17,17,512660.SS;510500.SS;159949.SZ
2022-09-16,17,515220.SS;510880.SS;512660.SS
2022-10-24,17,518880.SS;512660.SS;159980.SZ
2022-11-22,17,518880.SS;159980.SZ;512660.SS
2022-12-21,17,518880.SS;159980.SZ;512690.SS
2023-01-20,17,518880.SS;159980.SZ;510180.SS
2023-02-27,17,510880.SS;512690.SS;515880.SS
2023-03-28,17,512980.SS;515880.SS;518880.SS
2023-04-27,17,510880.SS;518880.SS;512980.SS
2023-05-31,17,518880.SS;515880.SS;512980.SS
2023-07-03,17,518880.SS;515880.SS;512660.SS
2023-08-01,17,518880.SS;159980.SZ;512880.SS
2023-08-30,17,518880.SS;159980.SZ;510880.SS
2023-09-28,17,510880.SS;518880.SS;159980.SZ
2023-11-06,17,518880.SS;512290.SS;512880.SS
2023-12-05,17,518880.SS;515220.SS;512980.SS
2024-01-04,17,515220.SS;518880.SS;510880.SS
2024-02-02,17,518880.SS;510880.SS;515220.SS
2024-03-12,17,518880.SS;515880.SS;159980.SZ
2024-04-12,17,518880.SS;159980.SZ;510880.SS
2024-05-16,17,159980.SZ;518880.SS;510050.SS
2024-06-17,17,515880.SS;510880.SS;518880.SS
2024-07-16,17,518880.SS;515880.SS;512480.SS
2024-08-14,17,518880.SS;512660.SS;512480.SS
2024-09-12,17,518880.SS;512880.SS;159980.SZ
2024-10-22,17,518880.SS;512480.SS;512760.SS
2024-11-20,17,510500.SS;515880.SS;512980.SS
2024-12-19,17,515210.SS;512980.SS;510880.SS
2025-01-20,17,518880.SS;512480.SS;515880.SS
2025-02-26,17,512480.SS;512760.SS;515210.SS
2025-03-27,17,518880.SS;515210.SS;510500.SS
2025-04-28,17,518880.SS;515210.SS;510880.SS
2025-05-30,17,510050.SS;510880.SS;518880.SS
2025-07-01,17,515880.SS;510180.SS;512660.SS
2025-07-30,17,510050.SS;510180.SS;515210.SS
2025-08-28,17,159915.SZ;159949.SZ;510500.SS
2025-09-26,17,518880.SS;510180.SS;512760.SS
2025-11-04,17,510880.SS;515210.SS;510050.SS
2025-12-03,17,159980.SZ;515880.SS;518880.SS
2026-01-05,17,159980.SZ;510050.SS;510500.SS
2026-02-03,17,159949.SZ;159915.SZ;510500.SS
2026-03-12,17,510880.SS;159915.SZ;159949.SZ
2026-04-13,17,159915.SZ;159949.SZ;510300.SS
2019-01-28,18,
2019-03-05,18,
2019-04-03,18,
2019-05-10,18,
2019-06-11,18,
2019-07-10,18,
2019-08-08,18,
2019-09-06,18,
2019-10-15,18,
2019-11-13,18,512010.SS;510050.SS;159949.SZ
2019-12-12,18,159949.SZ;159915.SZ;510300.SS
2020-01-13,18,159915.SZ;159949.SZ;510180.SS
2020-02-19,18,518880.SS;159915.SZ;159949.SZ
2020-03-19,18,512290.SS;159949.SZ;159915.SZ
2020-04-20,18,512290.SS;512010.SS;518880.SS
2020-05-22,18,518880.SS;512290.SS;512010.SS
2020-06-22,18,159915.SZ;159949.SZ;512010.SS
2020-07-23,18,512010.SS;512290.SS;512660.SS
2020-08-21,18,510300.SS;510880.SS;510180.SS
2020-09-21,18,510180.SS;510300.SS;510050.SS
2020-10-28,18,512690.SS;159980.SZ;510300.SS
2020-11-26,18,159980.SZ;510050.SS;510180.SS
2020-12-25,18,515220.SS;159949.SZ;510300.SS
2021-01-26,18,159915.SZ;159949.SZ;510300.SS
2021-03-03,18,515210.SS;515220.SS;159980.SZ
2021-04-01,18,510880.SS;515220.SS;515210.SS
2021-05-06,18,159980.SZ;515210.SS;515220.SS
2021-06-04,18,510500.SS;510880.SS;159949.SZ
2021-07-06,18,512760.SS;510500.SS;510880.SS
2021-08-04,18,159915.SZ;159949.SZ;510500.SS
2021-09-02,18,510500.SS;510880.SS;515210.SS
2021-10-12,18,159980.SZ;515220.SS;510880.SS
2021-11-10,18,512660.SS;159949.SZ;159915.SZ
2021-12-09,18,512660.SS;159915.SZ;159949.SZ
2022-01-10,18,510500.SS;159980.SZ;512980.SS
2022-02-15,18,159980.SZ;515220.SS;518880.SS
2022-03-16,18,159980.SZ;515220.SS;518880.SS
2022-04-18,18,159980.SZ;518880.SS;515220.SS
2022-05-20,18,515220.SS;510880.SS;518880.SS
2022-06-21,18,515220.SS;510500.SS;510180.SS
2022-07-20,18,512660.SS;510500.SS;515880.SS
2022-08-18,18,512660.SS;510500.SS;515880.SS
2022-09-19,18,515220.SS;510880.SS;512660.SS
2022-10-25,18,518880.SS;512660.SS;159980.SZ
2022-11-23,18,518880.SS;159980.SZ;512660.SS
2022-12-22,18,518880.SS;159980.SZ;512690.SS
2023-01-30,18,518880.SS;510050.SS;510180.SS
2023-02-28,18,510880.SS;510500.SS;515880.SS
2023-03-29,18,512980.SS;515880.SS;518880.SS
2023-04-28,18,512980.SS;510880.SS;518880.SS
2023-06-01,18,518880.SS;515880.SS;512980.SS
2023-07-04,18,518880.SS;515880.SS;159980.SZ
2023-08-02,18,512880.SS;518880.SS;159980.SZ
2023-08-31,18,518880.SS;159980.SZ;510880.SS
2023-10-09,18,510880.SS;515220.SS;159980.SZ
2023-11-07,18,518880.SS;512290.SS;512880.SS
2023-12-06,18,518880.SS;515220.SS;512980.SS
2024-01-05,18,518880.SS;515220.SS;510880.SS
2024-02-05,18,518880.SS;510880.SS;515220.SS
2024-03-13,18,159980.SZ;518880.SS;515880.SS
2024-04-15,18,510880.SS;159980.SZ;518880.SS
2024-05-17,18,159980.SZ;518880.SS;510050.SS
2024-06-18,18,515880.SS;510880.SS;518880.SS
2024-07-17,18,518880.SS;510050.SS;515880.SS
2024-08-15,18,518880.SS;512660.SS;510880.SS
2024-09-13,18,518880.SS;159980.SZ;512880.SS
2024-10-23,18,518880.SS;512660.SS;512480.SS
2024-11-21,18,510500.SS;512980.SS;512480.SS
2024-12-20,18,512480.SS;512980.SS;512760.SS
2025-01-21,18,518880.SS;512480.SS;515880.SS
2025-02-27,18,512760.SS;512480.SS;515210.SS
2025-03-28,18,518880.SS;515210.SS;510500.SS
2025-04-29,18,518880.SS;515210.SS;512480.SS
2025-06-03,18,518880.SS;510880.SS;510050.SS
2025-07-02,18,510880.SS;510180.SS;515210.SS
2025-07-31,18,515880.SS;512660.SS;510180.SS
2025-08-29,18,159915.SZ;159949.SZ;510180.SS
2025-09-29,18,159915.SZ;159949.SZ;510180.SS
2025-11-05,18,510880.SS;515210.SS;159915.SZ
2025-12-04,18,159980.SZ;515880.SS;518880.SS
2026-01-06,18,159915.SZ;159980.SZ;510050.SS
2026-02-04,18,159949.SZ;159915.SZ;510300.SS
2026-03-13,18,510880.SS;159915.SZ;159949.SZ
2026-04-14,18,159915.SZ;159949.SZ;510300.SS
2019-01-29,19,
2019-03-06,19,
2019-04-04,19,
2019-05-13,19,
2019-06-12,19,
2019-07-11,19,
2019-08-09,19,
2019-09-09,19,
2019-10-16,19,
2019-11-14,19,512010.SS;159949.SZ;510050.SS
2019-12-13,19,159949.SZ;159915.SZ;510300.SS
2020-01-14,19,510050.SS;159949.SZ;510300.SS
2020-02-20,19,159915.SZ;159949.SZ;518880.SS
2020-03-20,19,512290.SS;159949.SZ;159915.SZ
2020-04-21,19,512290.SS;512010.SS;518880.SS
2020-05-25,19,512290.SS;512010.SS;518880.SS
2020-06-23,19,159915.SZ;159949.SZ;512010.SS
2020-07-24,19,518880.SS;512660.SS;512010.SS
2020-08-24,19,510300.SS;512690.SS;510180.SS
2020-09-22,19,510180.SS;510300.SS;510050.SS
2020-10-29,19,512690.SS;510300.SS;510050.SS
2020-11-27,19,159980.SZ;510050.SS;510180.SS
2020-12-28,19,512690.SS;515220.SS;510300.SS
2021-01-27,19,159949.SZ;159915.SZ;510300.SS
2021-03-04,19,515210.SS;515220.SS;159980.SZ
2021-04-02,19,159980.SZ;515220.SS;510880.SS
2021-05-07,19,159980.SZ;510880.SS;515210.SS
2021-06-07,19,510500.SS;510880.SS;512170.SS
2021-07-07,19,512760.SS;159949.SZ;510500.SS
2021-08-05,19,159915.SZ;159949.SZ;512660.SS
2021-09-03,19,510500.SS;510880.SS;515210.SS
