rebal_date,phase,top_n
2022-04-29,6,159980.SZ;518880.SS;515220.SS
2022-06-02,6,515220.SS;512660.SS;510880.SS
2022-07-04,6,510500.SS;515220.SS;512660.SS
2022-08-02,6,512660.SS;515220.SS;159949.SZ
2022-08-31,6,515220.SS;510880.SS;512660.SS
2022-09-30,6,515220.SS;510880.SS;518880.SS
2022-11-07,6,518880.SS;159980.SZ;512660.SS
2022-12-06,6,159980.SZ;510880.SS;518880.SS
2023-01-05,6,518880.SS;159980.SZ;512690.SS
2023-02-10,6,512980.SS;515880.SS;512690.SS
2023-03-13,6,515880.SS;518880.SS;512980.SS
2023-04-12,6,512980.SS;518880.SS;510880.SS
2023-05-16,6,518880.SS;510880.SS;512980.SS
2023-06-14,6,515880.SS;512980.SS;518880.SS
2023-07-17,6,518880.SS;515880.SS;159980.SZ
2023-08-15,6,518880.SS;512880.SS;510880.SS
2023-09-13,6,518880.SS;159980.SZ;510880.SS
2023-10-20,6,518880.SS;515220.SS;510880.SS
2023-11-20,6,515220.SS;518880.SS;512290.SS
2023-12-19,6,518880.SS;515220.SS;512980.SS
2024-01-18,6,518880.SS;515220.SS;510880.SS
2024-02-26,6,518880.SS;510880.SS;515220.SS
2024-03-26,6,518880.SS;515880.SS;510880.SS
2024-04-26,6,159980.SZ;510180.SS;510050.SS
2024-05-30,6,510880.SS;159980.SZ;518880.SS
2024-07-01,6,510880.SS;515880.SS;518880.SS
2024-07-30,6,518880.SS;512660.SS;512480.SS
2024-08-28,6,518880.SS;159980.SZ;510050.SS
2024-09-30,6,510050.SS;510180.SS;510300.SS
2024-11-05,6,512880.SS;515880.SS;512660.SS
2024-12-04,6,515210.SS;512980.SS;512480.SS
2025-01-03,6,518880.SS;510880.SS;512480.SS
2025-02-11,6,518880.SS;512480.SS;512980.SS
2025-03-12,6,515210.SS;518880.SS;512480.SS
2025-04-11,6,518880.SS;512480.SS;512760.SS
2025-05-15,6,510050.SS;510880.SS;510180.SS
2025-06-16,6,510180.SS;510880.SS;518880.SS
2025-07-15,6,515880.SS;510180.SS;510050.SS
2025-08-13,6,510180.SS;510500.SS;512660.SS
2025-09-11,6,159915.SZ;159949.SZ;510300.SS
2025-10-20,6,518880.SS;510050.SS;510880.SS
2025-11-18,6,510050.SS;515210.SS;510300.SS
2025-12-17,6,515880.SS;518880.SS;159915.SZ
2026-01-19,6,518880.SS;510500.SS;512480.SS
2026-02-25,6,515210.SS;159915.SZ;159949.SZ
2026-03-26,6,159949.SZ;159915.SZ;510880.SS
2026-04-27,6,512480.SS;510300.SS;159915.SZ
2019-01-11,7,
2019-02-18,7,
2019-03-19,7,
2019-04-18,7,
2019-05-24,7,
2019-06-25,7,
2019-07-24,7,
2019-08-22,7,
2019-09-23,7,
2019-10-29,7,
2019-11-27,7,159949.SZ;512010.SS;510050.SS
2019-12-26,7,159949.SZ;159915.SZ;510300.SS
2020-02-04,7,518880.SS;159949.SZ;159915.SZ
2020-03-04,7,512010.SS;512660.SS;510300.SS
2020-04-02,7,512290.SS;512010.SS;518880.SS
2020-05-07,7,512010.SS;518880.SS;512290.SS
2020-06-05,7,512010.SS;512290.SS;159949.SZ
2020-07-08,7,159915.SZ;159949.SZ;510300.SS
2020-08-06,7,512660.SS;518880.SS;510500.SS
2020-09-04,7,510300.SS;512690.SS;510180.SS
2020-10-13,7,510300.SS;510180.SS;510050.SS
2020-11-11,7,512690.SS;510880.SS;510050.SS
2020-12-10,7,512690.SS;159980.SZ;510300.SS
2021-01-11,7,510050.SS;510180.SS;159949.SZ
2021-02-09,7,159949.SZ;510050.SS;510180.SS
2021-03-17,7,515220.SS;515210.SS;510880.SS
2021-04-16,7,515220.SS;515210.SS;510880.SS
2021-05-20,7,510500.SS;159949.SZ;159980.SZ
2021-06-21,7,512760.SS;510500.SS;159949.SZ
2021-07-20,7,515220.SS;510500.SS;159949.SZ
2021-08-18,7,515210.SS;510880.SS;515220.SS
2021-09-16,7,515220.SS;515210.SS;159980.SZ
2021-10-26,7,159949.SZ;159980.SZ;159915.SZ
2021-11-24,7,159949.SZ;512660.SS;159915.SZ
2021-12-23,7,510500.SS;512660.SS;515880.SS
2022-01-24,7,159980.SZ;515220.SS;515880.SS
2022-03-01,7,159980.SZ;515220.SS;518880.SS
2022-03-30,7,515220.SS;159980.SZ;510880.SS
2022-05-05,7,518880.SS;159980.SZ;515220.SS
2022-06-06,7,515220.SS;512660.SS;510500.SS
2022-07-05,7,515220.SS;510500.SS;510180.SS
2022-08-03,7,512660.SS;515880.SS;515220.SS
2022-09-01,7,515220.SS;510880.SS;512660.SS
2022-10-10,7,515220.SS;510880.SS;518880.SS
2022-11-08,7,518880.SS;159980.SZ;512660.SS
2022-12-07,7,159980.SZ;518880.SS;510880.SS
2023-01-06,7,518880.SS;159980.SZ;512690.SS
2023-02-13,7,512980.SS;512690.SS;515880.SS
2023-03-14,7,518880.SS;515880.SS;512980.SS
2023-04-13,7,518880.SS;510880.SS;512980.SS
2023-05-17,7,518880.SS;510880.SS;512980.SS
2023-06-15,7,515880.SS;512980.SS;518880.SS
2023-07-18,7,518880.SS;515880.SS;159980.SZ
2023-08-16,7,518880.SS;512880.SS;510880.SS
2023-09-14,7,518880.SS;159980.SZ;510880.SS
2023-10-23,7,518880.SS;515220.SS;512880.SS
2023-11-21,7,515220.SS;518880.SS;512290.SS
2023-12-20,7,518880.SS;515220.SS;512980.SS
2024-01-19,7,518880.SS;515220.SS;510880.SS
2024-02-27,7,515880.SS;518880.SS;510880.SS
2024-03-27,7,518880.SS;510880.SS;159980.SZ
2024-04-29,7,159980.SZ;510180.SS;510050.SS
2024-05-31,7,510880.SS;159980.SZ;518880.SS
2024-07-02,7,510880.SS;515880.SS;518880.SS
2024-07-31,7,512660.SS;518880.SS;512480.SS
2024-08-29,7,518880.SS;159980.SZ;510050.SS
2024-10-08,7,159915.SZ;159949.SZ;510050.SS
2024-11-06,7,512660.SS;512480.SS;512760.SS
2024-12-05,7,515210.SS;512980.SS;510500.SS
2025-01-06,7,518880.SS;510880.SS;512480.SS
2025-02-12,7,512480.SS;518880.SS;512980.SS
2025-03-13,7,515210.SS;518880.SS;512760.SS
2025-04-14,7,518880.SS;512480.SS;512760.SS
2025-05-16,7,510050.SS;510180.SS;510880.SS
2025-06-17,7,510880.SS;510180.SS;518880.SS
2025-07-16,7,515880.SS;510180.SS;510500.SS
2025-08-14,7,510050.SS;510180.SS;512980.SS
2025-09-12,7,510500.SS;510180.SS;518880.SS
2025-10-21,7,518880.SS;510050.SS;515880.SS
2025-11-19,7,510050.SS;515210.SS;510300.SS
2025-12-18,7,518880.SS;515880.SS;159980.SZ
2026-01-20,7,518880.SS;510500.SS;512480.SS
2026-02-26,7,515210.SS;159915.SZ;510500.SS
2026-03-27,7,159949.SZ;159915.SZ;510880.SS
2026-04-28,7,510300.SS;512480.SS;159915.SZ
2019-01-14,8,
2019-02-19,8,
2019-03-20,8,
2019-04-19,8,
2019-05-27,8,
2019-06-26,8,
2019-07-25,8,
2019-08-23,8,
2019-09-24,8,
2019-10-30,8,
2019-11-28,8,159949.SZ;512010.SS;510050.SS
2019-12-27,8,510300.SS;159949.SZ;510050.SS
2020-02-05,8,159949.SZ;159915.SZ;512010.SS
2020-03-05,8,512010.SS;512290.SS;510300.SS
2020-04-03,8,512290.SS;512010.SS;518880.SS
2020-05-08,8,512010.SS;518880.SS;512290.SS
2020-06-08,8,512290.SS;512010.SS;159949.SZ
2020-07-09,8,159915.SZ;159949.SZ;510300.SS
2020-08-07,8,512660.SS;518880.SS;510300.SS
2020-09-07,8,512690.SS;510300.SS;510180.SS
2020-10-14,8,510300.SS;510050.SS;510180.SS
2020-11-12,8,512690.SS;510880.SS;510050.SS
2020-12-11,8,512690.SS;159980.SZ;159949.SZ
2021-01-12,8,159915.SZ;159949.SZ;510050.SS
2021-02-10,8,159915.SZ;159949.SZ;159980.SZ
2021-03-18,8,515210.SS;515220.SS;510880.SS
2021-04-19,8,515220.SS;515210.SS;510880.SS
2021-05-21,8,510500.SS;512170.SS;159949.SZ
2021-06-22,8,510500.SS;159949.SZ;512170.SS
2021-07-21,8,159915.SZ;159949.SZ;510500.SS
2021-08-19,8,515210.SS;510880.SS;515220.SS
2021-09-17,8,515220.SS;159980.SZ;510500.SS
2021-10-27,8,159949.SZ;159915.SZ;512660.SS
2021-11-25,8,159949.SZ;159915.SZ;512660.SS
2021-12-24,8,512660.SS;510500.SS;515880.SS
2022-01-25,8,159980.SZ;518880.SS;515220.SS
2022-03-02,8,159980.SZ;515220.SS;518880.SS
2022-03-31,8,515220.SS;159980.SZ;510880.SS
2022-05-06,8,518880.SS;159980.SZ;515220.SS
2022-06-07,8,515220.SS;512660.SS;510500.SS
2022-07-06,8,512660.SS;159915.SZ;159949.SZ
2022-08-04,8,512660.SS;515880.SS;515220.SS
2022-09-02,8,515220.SS;510880.SS;515880.SS
2022-10-11,8,515220.SS;510880.SS;518880.SS
2022-11-09,8,518880.SS;159980.SZ;512660.SS
2022-12-08,8,159980.SZ;518880.SS;510880.SS
2023-01-09,8,518880.SS;159980.SZ;512690.SS
2023-02-14,8,512980.SS;512690.SS;510500.SS
2023-03-15,8,518880.SS;510880.SS;515880.SS
2023-04-14,8,518880.SS;510880.SS;512760.SS
2023-05-18,8,518880.SS;510880.SS;512980.SS
2023-06-16,8,515880.SS;512980.SS;518880.SS
2023-07-19,8,518880.SS;515880.SS;159980.SZ
2023-08-17,8,518880.SS;512880.SS;510880.SS
2023-09-15,8,159980.SZ;518880.SS;510880.SS
2023-10-24,8,518880.SS;515220.SS;159980.SZ
2023-11-22,8,515220.SS;518880.SS;512980.SS
2023-12-21,8,518880.SS;515220.SS;512980.SS
2024-01-22,8,518880.SS;515220.SS;159980.SZ
2024-02-28,8,518880.SS;510880.SS;515220.SS
2024-03-28,8,518880.SS;159980.SZ;515880.SS
2024-04-30,8,159980.SZ;510180.SS;510050.SS
2024-06-03,8,510880.SS;159980.SZ;518880.SS
2024-07-03,8,510880.SS;159980.SZ;518880.SS
2024-08-01,8,518880.SS;512660.SS;512480.SS
2024-08-30,8,518880.SS;159980.SZ;510050.SS
2024-10-09,8,512480.SS;512760.SS;512880.SS
2024-11-07,8,512880.SS;515880.SS;510500.SS
2024-12-06,8,515210.SS;512980.SS;510880.SS
2025-01-07,8,518880.SS;510880.SS;512480.SS
2025-02-13,8,518880.SS;512980.SS;512480.SS
2025-03-14,8,518880.SS;515210.SS;510500.SS
2025-04-15,8,518880.SS;512480.SS;510880.SS
2025-05-19,8,510050.SS;510880.SS;510180.SS
2025-06-18,8,510880.SS;510180.SS;515880.SS
2025-07-17,8,515880.SS;510180.SS;510500.SS
2025-08-15,8,510050.SS;510180.SS;510500.SS
2025-09-15,8,159915.SZ;159949.SZ;512980.SS
2025-10-22,8,510050.SS;515880.SS;510300.SS
2025-11-20,8,510050.SS;515210.SS;510880.SS
2025-12-19,8,159980.SZ;515880.SS;518880.SS
2026-01-21,8,510500.SS;512480.SS;512760.SS
2026-02-27,8,510500.SS;510880.SS;515210.SS
2026-03-30,8,159949.SZ;159915.SZ;510880.SS
2026-04-29,8,510300.SS;159915.SZ;512480.SS
2019-01-15,9,
2019-02-20,9,
2019-03-21,9,
2019-04-22,9,
2019-05-28,9,
2019-06-27,9,
2019-07-26,9,
2019-08-26,9,
2019-09-25,9,
2019-10-31,9,
2019-11-29,9,159949.SZ;159915.SZ;510050.SS
2019-12-30,9,159949.SZ;510050.SS;510300.SS
2020-02-06,9,159915.SZ;159949.SZ;512010.SS
2020-03-06,9,512290.SS;512010.SS;518880.SS
2020-04-07,9,512290.SS;518880.SS;512010.SS
2020-05-11,9,518880.SS;512010.SS;512290.SS
2020-06-09,9,512010.SS;512290.SS;159949.SZ
2020-07-10,9,159915.SZ;159949.SZ;512010.SS
2020-08-10,9,518880.SS;512660.SS;510300.SS
2020-09-08,9,510300.SS;510180.SS;510050.SS
2020-10-15,9,510300.SS;510050.SS;510180.SS
2020-11-13,9,159980.SZ;510880.SS;510300.SS
2020-12-14,9,159980.SZ;512690.SS;510180.SS
2021-01-13,9,510180.SS;510300.SS;159949.SZ
2021-02-18,9,159980.SZ;510180.SS;510050.SS
2021-03-19,9,515210.SS;515220.SS;510880.SS
2021-04-20,9,515210.SS;515220.SS;510880.SS
2021-05-24,9,510500.SS;159949.SZ;512170.SS
2021-06-23,9,510500.SS;510880.SS;512760.SS
2021-07-22,9,510500.SS;512760.SS;515210.SS
2021-08-20,9,515210.SS;510880.SS;512660.SS
2021-09-22,9,515220.SS;159980.SZ;510500.SS
2021-10-28,9,159949.SZ;159915.SZ;512660.SS
2021-11-26,9,159949.SZ;512660.SS;159915.SZ
2021-12-27,9,512660.SS;510500.SS;515880.SS
2022-01-26,9,159980.SZ;518880.SS;515220.SS
2022-03-03,9,159980.SZ;515220.SS;510880.SS
2022-04-01,9,159980.SZ;515220.SS;510880.SS
2022-05-09,9,518880.SS;515220.SS;159980.SZ
2022-06-08,9,515220.SS;510880.SS;510500.SS
2022-07-07,9,512660.SS;159949.SZ;159915.SZ
2022-08-05,9,512660.SS;515880.SS;510500.SS
2022-09-05,9,515220.SS;510880.SS;512660.SS
2022-10-12,9,515220.SS;510880.SS;518880.SS
2022-11-10,9,518880.SS;159980.SZ;512660.SS
2022-12-09,9,159980.SZ;518880.SS;510880.SS
2023-01-10,9,518880.SS;159980.SZ;512690.SS
2023-02-15,9,512980.SS;515880.SS;512690.SS
2023-03-16,9,518880.SS;512980.SS;515880.SS
2023-04-17,9,510880.SS;518880.SS;510180.SS
2023-05-19,9,518880.SS;515880.SS;512980.SS
2023-06-19,9,515880.SS;512980.SS;518880.SS
2023-07-20,9,518880.SS;515880.SS;159980.SZ
2023-08-18,9,518880.SS;512880.SS;510880.SS
2023-09-18,9,159980.SZ;518880.SS;510880.SS
2023-10-25,9,518880.SS;515220.SS;510880.SS
2023-11-23,9,515220.SS;512290.SS;518880.SS
2023-12-22,9,518880.SS;515220.SS;159980.SZ
2024-01-23,9,518880.SS;515220.SS;159980.SZ
2024-02-29,9,518880.SS;510880.SS;515880.SS
2024-03-29,9,518880.SS;159980.SZ;515880.SS
2024-05-06,9,159980.SZ;510180.SS;510050.SS
2024-06-04,9,510880.SS;159980.SZ;518880.SS
2024-07-04,9,510880.SS;518880.SS;159980.SZ
2024-08-02,9,518880.SS;512660.SS;512480.SS
2024-09-02,9,518880.SS;159980.SZ;510880.SS
2024-10-10,9,518880.SS;512760.SS;512480.SS
2024-11-08,9,515880.SS;512660.SS;512480.SS
2024-12-09,9,515210.SS;510880.SS;512980.SS
2025-01-08,9,518880.SS;512480.SS;510880.SS
2025-02-14,9,518880.SS;512980.SS;512480.SS
2025-03-17,9,518880.SS;515210.SS;510500.SS
2025-04-16,9,518880.SS;510880.SS;512480.SS
2025-05-20,9,510050.SS;510880.SS;510180.SS
2025-06-19,9,510880.SS;515880.SS;518880.SS
2025-07-18,9,515210.SS;510050.SS;510180.SS
2025-08-18,9,510050.SS;510180.SS;510300.SS
2025-09-16,9,159915.SZ;159949.SZ;510500.SS
2025-10-23,9,510050.SS;510880.SS;510300.SS
2025-11-21,9,510050.SS;518880.SS;159980.SZ
2025-12-22,9,159980.SZ;515880.SS;518880.SS
2026-01-22,9,510500.SS;515210.SS;518880.SS
2026-03-02,9,510880.SS;515210.SS;510500.SS
2026-03-31,9,510880.SS;159949.SZ;159915.SZ
2026-04-30,9,510300.SS;512480.SS;159915.SZ
2019-01-16,10,
2019-02-21,10,
2019-03-22,10,
2019-04-23,10,
2019-05-29,10,
2019-06-28,10,
2019-07-29,10,
2019-08-27,10,
2019-09-26,10,
2019-11-01,10,512010.SS;510050.SS;510300.SS
2019-12-02,10,159949.SZ;159915.SZ;512010.SS
2019-12-31,10,159949.SZ;510050.SS;510300.SS
2020-02-07,10,159915.SZ;159949.SZ;512980.SS
2020-03-09,10,512290.SS;518880.SS;512010.SS
2020-04-08,10,512290.SS;512010.SS;518880.SS
2020-05-12,10,512290.SS;512010.SS;518880.SS
2020-06-10,10,512010.SS;512290.SS;159949.SZ
2020-07-13,10,159915.SZ;159949.SZ;510300.SS
2020-08-11,10,512660.SS;510300.SS;512290.SS
2020-09-09,10,510180.SS;510300.SS;512690.SS
2020-10-16,10,510050.SS;510300.SS;510180.SS
2020-11-16,10,159980.SZ;510880.SS;512690.SS
2020-12-15,10,159980.SZ;512690.SS;159949.SZ
2021-01-14,10,510180.SS;159949.SZ;510300.SS
2021-02-19,10,159980.SZ;510180.SS;515220.SS
2021-03-22,10,515210.SS;515220.SS;510880.SS
2021-04-21,10,515220.SS;510880.SS;515210.SS
2021-05-25,10,510500.SS;159949.SZ;512170.SS
2021-06-24,10,510880.SS;510500.SS;515220.SS
2021-07-23,10,512760.SS;515210.SS;515220.SS
2021-08-23,10,515210.SS;510880.SS;512660.SS
2021-09-23,10,159980.SZ;510500.SS;515220.SS
2021-10-29,10,159949.SZ;159915.SZ;512660.SS
2021-11-29,10,512660.SS;159949.SZ;159915.SZ
2021-12-28,10,512660.SS;510500.SS;515880.SS
2022-01-27,10,159980.SZ;515220.SS;510880.SS
2022-03-04,10,159980.SZ;515220.SS;510880.SS
2022-04-06,10,159980.SZ;515220.SS;510880.SS
2022-05-10,10,518880.SS;512660.SS;515220.SS
2022-06-09,10,515220.SS;510880.SS;510500.SS
2022-07-08,10,512660.SS;159915.SZ;515220.SS
2022-08-08,10,512660.SS;515880.SS;510500.SS
2022-09-06,10,515220.SS;510880.SS;512660.SS
2022-10-13,10,515220.SS;518880.SS;510880.SS
2022-11-11,10,518880.SS;159980.SZ;512660.SS
2022-12-12,10,159980.SZ;518880.SS;510880.SS
2023-01-11,10,518880.SS;159980.SZ;510050.SS
2023-02-16,10,512980.SS;512690.SS;515880.SS
2023-03-17,10,518880.SS;515880.SS;512980.SS
2023-04-18,10,510880.SS;515880.SS;518880.SS
2023-05-22,10,518880.SS;510880.SS;515880.SS
2023-06-20,10,512980.SS;515880.SS;518880.SS
2023-07-21,10,518880.SS;515880.SS;159980.SZ
2023-08-21,10,518880.SS;159980.SZ;510880.SS
2023-09-19,10,518880.SS;510880.SS;159980.SZ
2023-10-26,10,518880.SS;515220.SS;510880.SS
2023-11-24,10,515220.SS;518880.SS;512290.SS
2023-12-25,10,515220.SS;518880.SS;159980.SZ
2024-01-24,10,518880.SS;515220.SS;159980.SZ
2024-03-01,10,518880.SS;515880.SS;515220.SS
2024-04-01,10,518880.SS;159980.SZ;515880.SS
2024-05-07,10,159980.SZ;510180.SS;510050.SS
2024-06-05,10,510880.SS;518880.SS;159980.SZ
2024-07-05,10,510880.SS;518880.SS;159980.SZ
2024-08-05,10,518880.SS;512660.SS;512480.SS
2024-09-03,10,518880.SS;159980.SZ;512880.SS
2024-10-11,10,518880.SS;512880.SS;512480.SS
2024-11-11,10,510500.SS;512480.SS;512660.SS
2024-12-10,10,515210.SS;510880.SS;512980.SS
2025-01-09,10,518880.SS;512480.SS;512760.SS
2025-02-17,10,518880.SS;512480.SS;512980.SS
2025-03-18,10,518880.SS;510500.SS;515210.SS
2025-04-17,10,518880.SS;512480.SS;510880.SS
2025-05-21,10,510050.SS;510880.SS;510180.SS
2025-06-20,10,510880.SS;510180.SS;510050.SS
2025-07-21,10,515210.SS;515880.SS;510180.SS
2025-08-19,10,512980.SS;515880.SS;510500.SS
2025-09-17,10,159915.SZ;159949.SZ;510500.SS
2025-10-24,10,
2025-11-24,10,159980.SZ;518880.SS;510050.SS
2025-12-23,10,518880.SS;515880.SS;159980.SZ
2026-01-23,10,510500.SS;515210.SS;518880.SS
2026-03-03,10,510880.SS;515210.SS;510500.SS
2026-04-01,10,159949.SZ;159915.SZ;510880.SS
2019-01-17,11,
2019-02-22,11,
2019-03-25,11,
2019-04-24,11,
2019-05-30,11,
2019-07-01,11,
2019-07-30,11,
2019-08-28,11,
2019-09-27,11,
2019-11-04,11,510050.SS;512010.SS;510300.SS
2019-12-03,11,159949.SZ;159915.SZ;510300.SS
2020-01-02,11,159915.SZ;159949.SZ;510050.SS
2020-02-10,11,159915.SZ;159949.SZ;512980.SS
2020-03-10,11,512290.SS;512010.SS;512660.SS
2020-04-09,11,512010.SS;512290.SS;518880.SS
2020-05-13,11,512010.SS;512290.SS;518880.SS
2020-06-11,11,512010.SS;159949.SZ;512290.SS
2020-07-14,11,512010.SS;512480.SS;512660.SS
2020-08-12,11,510300.SS;510180.SS;510500.SS
2020-09-10,11,512690.SS;510180.SS;510050.SS
2020-10-19,11,510050.SS;510300.SS;510180.SS
2020-11-17,11,510880.SS;512690.SS;510050.SS
2020-12-16,11,159980.SZ;512690.SS;159949.SZ
2021-01-15,11,159949.SZ;510180.SS;159915.SZ
2021-02-22,11,159980.SZ;515210.SS;515220.SS
2021-03-23,11,159980.SZ;510880.SS;515210.SS
2021-04-22,11,515220.SS;515210.SS;510880.SS
2021-05-26,11,510500.SS;512170.SS;510880.SS
2021-06-25,11,510500.SS;510880.SS;515220.SS
2021-07-26,11,512760.SS;515220.SS;515210.SS
2021-08-24,11,510880.SS;515210.SS;510500.SS
2021-09-24,11,159980.SZ;510500.SS;515220.SS
2021-11-01,11,159949.SZ;512660.SS;159915.SZ
2021-11-30,11,512660.SS;159949.SZ;159915.SZ
2021-12-29,11,512660.SS;510500.SS;515880.SS
2022-01-28,11,159980.SZ;515220.SS;510880.SS
2022-03-07,11,159980.SZ;515220.SS;518880.SS
2022-04-07,11,515220.SS;159980.SZ;510880.SS
2022-05-11,11,518880.SS;515220.SS;512660.SS
2022-06-10,11,515220.SS;510880.SS;512660.SS
2022-07-11,11,512660.SS;159949.SZ;159915.SZ
2022-08-09,11,512660.SS;515880.SS;515220.SS
2022-09-07,11,515220.SS;510880.SS;512660.SS
2022-10-14,11,515220.SS;518880.SS;510880.SS
2022-11-14,11,518880.SS;159980.SZ;512290.SS
2022-12-13,11,159980.SZ;518880.SS;510880.SS
2023-01-12,11,518880.SS;159980.SZ;510050.SS
2023-02-17,11,512980.SS;512690.SS;510050.SS
2023-03-20,11,518880.SS;515880.SS;512980.SS
2023-04-19,11,510880.SS;515880.SS;518880.SS
2023-05-23,11,518880.SS;512980.SS;515880.SS
2023-06-21,11,515880.SS;518880.SS;512980.SS
2023-07-24,11,518880.SS;515880.SS;159980.SZ
2023-08-22,11,518880.SS;159980.SZ;510880.SS
2023-09-20,11,518880.SS;510880.SS;159980.SZ
2023-10-27,11,518880.SS;515220.SS;510880.SS
2023-11-27,11,515220.SS;518880.SS;512290.SS
2023-12-26,11,518880.SS;515220.SS;159980.SZ
2024-01-25,11,515220.SS;510880.SS;518880.SS
2024-03-04,11,518880.SS;515220.SS;515880.SS
2024-04-02,11,518880.SS;159980.SZ;515210.SS
2024-05-08,11,510050.SS;159980.SZ;510180.SS
2024-06-06,11,518880.SS;510880.SS;159980.SZ
2024-07-08,11,518880.SS;510880.SS;515880.SS
2024-08-06,11,512660.SS;518880.SS;512480.SS
2024-09-04,11,518880.SS;512880.SS;512660.SS
2024-10-14,11,518880.SS;510880.SS;512480.SS
2024-11-12,11,510500.SS;515880.SS;512760.SS
2024-12-11,11,515210.SS;510880.SS;510500.SS
2025-01-10,11,518880.SS;512480.SS;512760.SS
2025-02-18,11,518880.SS;512480.SS;512760.SS
2025-03-19,11,518880.SS;510500.SS;515210.SS
2025-04-18,11,518880.SS;512480.SS;510050.SS
2025-05-22,11,510050.SS;510880.SS;510180.SS
2025-06-23,11,510880.SS;510050.SS;510180.SS
2025-07-22,11,510180.SS;510880.SS;515210.SS
2025-08-20,11,510050.SS;510180.SS;510300.SS
2025-09-18,11,512480.SS;512760.SS;510500.SS
2025-10-27,11,510050.SS;510300.SS;515880.SS
2025-11-25,11,518880.SS;159980.SZ;510050.SS
2025-12-24,11,159980.SZ;515880.SS;518880.SS
2026-01-26,11,518880.SS;515210.SS;510180.SS
2026-03-04,11,510880.SS;515210.SS;510500.SS
2026-04-02,11,510880.SS;159949.SZ;159915.SZ
2019-01-18,12,
2019-02-25,12,
2019-03-26,12,
2019-04-25,12,
2019-05-31,12,
2019-07-02,12,
2019-07-31,12,
2019-08-29,12,
2019-09-30,12,
2019-11-05,12,510050.SS;512010.SS;510300.SS
2019-12-04,12,159949.SZ;159915.SZ;510300.SS
2020-01-03,12,159915.SZ;159949.SZ;510300.SS
2020-02-11,12,159915.SZ;159949.SZ;512010.SS
2020-03-11,12,512290.SS;518880.SS;512660.SS
2020-04-10,12,512290.SS;512010.SS;518880.SS
2020-05-14,12,518880.SS;512010.SS;512290.SS
2020-06-12,12,512010.SS;512290.SS;159949.SZ
2020-07-15,12,512010.SS;518880.SS;512290.SS
2020-08-13,12,510300.SS;510500.SS;510880.SS
2020-09-11,12,512690.SS;510180.SS;510300.SS
2020-10-20,12,512690.SS;510300.SS;510050.SS
2020-11-18,12,510880.SS;159980.SZ;510050.SS
2020-12-17,12,159980.SZ;512690.SS;510050.SS
2021-01-18,12,159949.SZ;159915.SZ;510300.SS
2021-02-23,12,159980.SZ;515210.SS;510180.SS
2021-03-24,12,159980.SZ;510880.SS;515220.SS
2021-04-23,12,515210.SS;515220.SS;510880.SS
2021-05-27,12,510500.SS;512170.SS;159949.SZ
2021-06-28,12,159915.SZ;159949.SZ;510500.SS
2021-07-27,12,512760.SS;159980.SZ;515220.SS
2021-08-25,12,510500.SS;510880.SS;515210.SS
2021-09-27,12,159980.SZ;515220.SS;510500.SS
2021-11-02,12,512660.SS;159949.SZ;159915.SZ
2021-12-01,12,512660.SS;159915.SZ;159949.SZ
2021-12-30,12,512660.SS;510500.SS;512980.SS
2022-02-07,12,159980.SZ;515220.SS;510880.SS
2022-03-08,12,159980.SZ;518880.SS;515220.SS
2022-04-08,12,515220.SS;510880.SS;159980.SZ
2022-05-12,12,518880.SS;512660.SS;515220.SS
2022-06-13,12,515220.SS;518880.SS;510500.SS
2022-07-12,12,512660.SS;510500.SS;515220.SS
2022-08-10,12,512660.SS;515880.SS;510500.SS
2022-09-08,12,515220.SS;510880.SS;512660.SS
2022-10-17,12,515220.SS;518880.SS;510880.SS
2022-11-15,12,518880.SS;159980.SZ;512290.SS
2022-12-14,12,518880.SS;159980.SZ;512690.SS
2023-01-13,12,518880.SS;159980.SZ;510050.SS
2023-02-20,12,512980.SS;512690.SS;510180.SS
2023-03-21,12,515880.SS;512980.SS;518880.SS
2023-04-20,12,515880.SS;510880.SS;512980.SS
2023-05-24,12,518880.SS;512980.SS;515880.SS
2023-06-26,12,518880.SS;515880.SS;512980.SS
2023-07-25,12,518880.SS;159980.SZ;515880.SS
2023-08-23,12,518880.SS;159980.SZ;510880.SS
2023-09-21,12,518880.SS;510880.SS;159980.SZ
2023-10-30,12,518880.SS;159980.SZ;512290.SS
2023-11-28,12,515220.SS;518880.SS;512290.SS
2023-12-27,12,518880.SS;515220.SS;159980.SZ
2024-01-26,12,515220.SS;510880.SS;518880.SS
2024-03-05,12,518880.SS;515220.SS;510880.SS
2024-04-03,12,518880.SS;159980.SZ;510880.SS
2024-05-09,12,510180.SS;510050.SS;159980.SZ
2024-06-07,12,510880.SS;518880.SS;159980.SZ
2024-07-09,12,510880.SS;515880.SS;518880.SS
2024-08-07,12,518880.SS;512660.SS;512480.SS
2024-09-05,12,518880.SS;512880.SS;512660.SS
2024-10-15,12,518880.SS;512480.SS;512760.SS
2024-11-13,12,515880.SS;510500.SS;512480.SS
2024-12-12,12,515210.SS;518880.SS;510500.SS
2025-01-13,12,518880.SS;512480.SS;512760.SS
2025-02-19,12,518880.SS;512480.SS;512760.SS
2025-03-20,12,518880.SS;515210.SS;510500.SS
2025-04-21,12,518880.SS;512480.SS;512760.SS
2025-05-23,12,510050.SS;518880.SS;510880.SS
