date,excess,portfolio,bench,cum_excess,drawdown_excess
2020-01-02,0.0021997321631055107,0.01623324849236472,0.014033516329259211,1.0021997321631055,0.0
2020-01-03,-0.0018646262980616577,-0.002227255659093786,-0.00036262936103212846,1.0003310041866038,-0.0018646262980617223
2020-01-06,0.0024526281231652867,0.005900609620282231,0.0034479814971169445,1.002784444139946,0.0
2020-01-07,0.003980487932176561,0.012409104670160213,0.008428616737983652,1.0067760155184196,0.0
2020-01-08,-0.0024500328725909153,-0.013190643581639945,-0.010740610709049029,1.0043093811850634,-0.002450032872590824
2020-01-09,0.004954195482760847,0.020416061321116098,0.015461865838355252,1.0092849261846246,0.0
2020-01-10,-0.007694834839690056,-0.002274248269185995,0.005420586570504061,1.0015186453714453,-0.0076948348396899124
2020-01-13,-0.0017240098754387105,0.013114816663104347,0.014838826538543059,0.9997920173363889,-0.009405578743875154
2020-01-14,0.003246358987175642,-0.004606736512829525,-0.007853095500005167,1.0030377011371754,-0.006189753641784201
2020-01-15,-0.007451440144605387,-0.005270877968330066,0.0021805621762753216,0.9955636257443691,-0.013595071207618048
2020-01-16,0.0006864308324770291,0.001601467555036425,0.000915036722559396,0.9962470113127726,-0.012917972451187754
2020-01-17,-0.0004996759287779376,0.0007850261181167378,0.0012847020468946754,0.9957492106621026,-0.013411193580083136
2020-01-20,0.000494221675997079,0.017724111439885233,0.017229889763888156,0.9962413315058689,-0.012923600006654268
2020-01-21,-0.005470100020520884,-0.012881375279213167,-0.007411275258692282,0.990791791777955,-0.018323006642513517
2020-01-22,0.004266471311839652,0.012335275554919346,0.008068804243079694,0.9950189765335818,-0.01413470991286081
2020-01-23,-0.011019581857094096,-0.03285218807316785,-0.021832606216073757,0.9840542834723081,-0.024998533177043814
2020-02-03,-0.000775400546810414,-0.07752011023770998,-0.07674470969089957,0.9832912472428125,-0.025754549847559316
2020-02-04,0.028356661799097637,0.061060589379136054,0.03270392758003842,1.0111741045908897,0.0
2020-02-05,0.008949057385684404,0.02464460807066525,0.015695550684980845,1.0202231596797915,0.0
2020-02-06,0.003577381749912153,0.0287093527568904,0.025131971006978247,1.0238728873920675,0.0
2020-02-07,-0.006356558495489665,-0.0005618670405493414,0.0057946914549403235,1.017364579491414,-0.0063565584954896615
2020-02-10,0.009783881787362123,0.00925009142146191,-0.0005337903659002125,1.0273183542718072,0.0
2020-02-11,-0.006210242632213851,-0.003808085901463008,0.002402156730750843,1.0209384580312526,-0.006210242632213925
2020-02-12,0.009435241974688612,0.024897146377584133,0.015461904402895521,1.0305712594240428,0.0
2020-02-13,-0.007067023433182453,-0.009955662481134133,-0.0028886390479516805,1.0232881881841287,-0.007067023433182551
2020-02-14,-0.003971508232092852,6.841061876377771e-06,0.00397834929396923,1.019224190720952,-0.01101046492353408
2020-02-17,0.004971697808306929,0.034765780970507684,0.029794083162200755,1.0242914653961328,-0.006093507819555977
2020-02-18,-0.003205260874403618,0.004078530042855494,0.007283790917259112,1.021008344038113,-0.009279237411757624
2020-02-19,-0.01290286471953269,-0.019108982117217076,-0.006206117397684385,1.007834411497475,-0.022062373386266043
2020-02-20,0.0019957337424827003,0.02332444230561868,0.02132870856313598,1.009845780639336,-0.020110670266789477
2020-02-21,0.005833811022720727,0.01744662979146628,0.011612818768745552,1.0157370300856778,-0.014394181093945302
2020-02-24,-0.0027587755491837013,0.01183885484372765,0.014597630392911351,1.012934839602677,-0.0171132463282766
2020-02-25,0.006289369608333087,0.008455909173187049,0.0021665395648539612,1.0193055611980957,-0.010931508251300515
2020-02-26,-0.00799345908633578,-0.038982794430774875,-0.0309893353444391,1.0111577838981842,-0.018837586773677528
2020-02-27,0.004055657858664,0.0041270170787163435,7.135922005234368e-05,1.0152586939108001,-0.014858327721850584
2020-02-28,-0.008792963153160726,-0.04962127752347448,-0.04082831437031375,1.0063315616243165,-0.023520642146835358
2020-03-02,-0.005805145694520509,0.023211974281908004,0.029017119976428512,1.000489660292093,-0.029189247086864878
2020-03-03,0.009233886375425859,0.01892959269983506,0.009695706324409203,1.0097280681350185,-0.02022489090242341
2020-03-04,0.0008610613399085761,0.0003428843002228842,-0.0005181770396856919,1.01059750593831,-0.01938124443417477
2020-03-05,-0.002858037451153125,0.014182412174581101,0.017040449625734228,1.0077091804182965,-0.022183889562885084
2020-03-06,0.007385501044946038,-0.0015979647933620856,-0.008983465838308124,1.0151516176232775,-0.01496222765748667
2020-03-09,-0.0005527634420983071,-0.037572103122012576,-0.03701933967991427,1.0145904789208684,-0.015506720527123541
2020-03-10,-0.009540129535994207,0.018478268779778477,0.028018398315772686,1.0049111543259768,-0.024898913940610723
2020-03-11,0.004676516175497627,-0.010968757263657659,-0.015645273439155286,1.00961063759412,-0.020338837938908783
2020-03-12,-0.010071109510701406,-0.025392506029478214,-0.015321396518776806,0.9994427382997406,-0.03020511278540705
2020-03-13,-0.004351999486886008,-0.01332903485057579,-0.008977035363689783,0.9950931640154882,-0.03442565963694966
2020-03-16,-0.0009924595557398355,-0.04558067974061958,-0.04458822018487974,0.9941055742960097,-0.035383953117820166
2020-03-17,-0.0036341095348334193,-0.00678819614666076,-0.0031540866118273405,0.9904928857498294,-0.03888947349124805
2020-03-18,0.010729207547302003,-0.005803528910625844,-0.016532736457927848,1.0011200894951655,-0.028577519176438804
2020-03-19,0.001310318457841295,-0.0007589255712769016,-0.0020692440291181966,1.0024318756269468,-0.027304646369453733
2020-03-20,0.0008757683355150861,0.015306171485489892,0.014430403149974807,1.003309773722132,-0.02645279057864136
2020-03-23,0.007470954591344515,-0.030466690115049454,-0.03793764470639397,1.0108054554826622,-0.01917946358452416
2020-03-24,0.003964823556995617,0.026590469538795153,0.022625645981799534,1.0148131207640996,-0.015290683216558909
2020-03-25,0.007068580327848355,0.03168093747870398,0.024612357150855625,1.0219864088259751,-0.008330186311294452
2020-03-26,0.013071024883165638,0.008218352708188654,-0.004852672174976985,1.0353448186059966,0.0
2020-03-27,-0.0026882241983211146,-0.004360062422505975,-0.0016718382241848607,1.0325615796110135,-0.002688224198321154
2020-03-30,0.0006923863821231702,-0.016163676047906445,-0.016856062430029614,1.0332765111874396,-0.001997699106025208
2020-03-31,0.007074834046378741,0.007505983399013573,0.00043114935263483244,1.0405867710281118,0.0
2020-04-01,-0.008502179178967733,-0.012898826619340442,-0.004396647440372709,1.0317395158495672,-0.008502179178967784
2020-04-02,-0.011425268651038507,0.013411881231961523,0.02483714988300003,1.0199516147030936,-0.019830308148767295
2020-04-03,0.011252649664874393,0.0057481936407809,-0.005504456024093493,1.0314287728984703,-0.008800801994237606
2020-04-07,0.007118975985433608,0.033235440706371376,0.02611646472093777,1.0387714895634197,-0.0017444787068536804
