trade_date,q5,q1,ls,all,tov_q5,tov_q1,ls_after,q5_excess,q5_excess_after
2021-08-16,0.07093435750053828,0.04597116211759832,0.024963195382939958,0.06119528849038226,0.2442748091603053,0.27226463104325704,0.024704925662838176,0.009739069010156018,0.009616931605575866
2021-09-13,-0.06264425376540764,-0.05044674930185878,-0.012197504463548857,-0.051170772855949155,0.21662468513853905,0.2506297229219143,-0.012431131667579084,-0.011473480909458482,-0.011581793252027751
2021-10-20,0.012423021978980441,0.05606074754767903,-0.04363772556869859,0.030990775118376914,0.21250000000000002,0.24875000000000003,-0.04386835056869859,-0.018567753139396473,-0.01867400313939647
2021-11-17,0.030349188800725353,0.05168202853484789,-0.02133283973412254,0.049934353182114144,0.19653893695920888,0.22991347342398027,-0.021546065939314133,-0.01958516438138879,-0.019683433849868395
2021-12-15,-0.07247515014145484,0.016480224329898742,-0.08895537447135357,-0.004023847925786077,0.22888616891064872,0.2692778457772338,-0.08920445647869751,-0.06845130221566875,-0.06856574530012408
2022-01-13,-0.06692496180853902,-0.07139967140932175,0.004474709600782736,-0.05184052226028444,0.22303030303030302,0.3042424242424242,0.004211073237146373,-0.015084439548254579,-0.01519595469976973
2022-02-17,-0.04543012488570331,-0.08646075804646344,0.04103063316076013,-0.05828251546808766,0.2822966507177034,0.3110047846889952,0.04073398244305678,0.012852390582384347,0.012711242257025496
2022-03-17,-0.09480137015115568,-0.06046126852402101,-0.03434010162713467,-0.05367336619228573,0.24085005903187717,0.2491145218417946,-0.03458508391757151,-0.04112800395886995,-0.04124842898838589
2022-04-18,-0.020062436872977586,-0.03436627156796437,0.014303834694986781,-0.03330877286888115,0.2368112543962485,0.24618991793669398,0.01406233410882031,0.013246335995903562,0.013127930368705439
2022-05-19,0.06442570688048092,0.07785320398618006,-0.01342749710569914,0.06369834455766275,0.2764227642276422,0.2703016241299304,-0.013700859299877927,0.0007273623228181703,0.0005891509407043491
2022-06-17,0.014060055373547979,-0.0005355122647425101,0.014595567638290488,0.015306260024637577,0.27376861397479957,0.2943871706758304,0.014311489745965173,-0.001246204651089598,-0.0013830889580769977
2022-07-15,0.03762201614665284,0.052183162045587574,-0.014561145898934737,0.04403064380501573,0.23401826484018262,0.22805017103762826,-0.014792180116873643,-0.006408627658362892,-0.006525636790782983
2022-08-12,-0.039267164944072445,-0.05712195853103379,0.01785479358696134,-0.035338491877420775,0.27990970654627545,0.2979683972911964,0.017565854535042606,-0.003928673066651671,-0.004068627919924808
2022-09-09,-0.049353444007237575,-0.05150310880040196,0.002149664793164384,-0.050569209608005906,0.24272930648769575,0.3098434004474273,0.0018733784396968223,0.0012157656007683315,0.0010944009475244837
2022-10-17,0.03250772883005155,0.05678149310993425,-0.024273764279882704,0.04470127282512757,0.26,0.31333333333333335,-0.02456043094654937,-0.012193543995076023,-0.012323543995076023
2022-11-14,-0.021104513788230042,-0.010629890954861592,-0.01047462283336845,-0.00516962234881478,0.24669603524229078,0.2761276127612762,-0.010736034657370233,-0.01593489143941526,-0.016058239457036407
2022-12-12,-0.012965134194981846,-0.028784681663309285,0.01581954746832744,-0.025249562948204782,0.22489082969432317,0.2587336244541485,0.015577735241253204,0.012284428753222935,0.012171983338375774
2023-01-10,0.07053881299762967,0.1125380253108907,-0.041999212313261036,0.09073611821272734,0.25271149674620386,0.2513542795232936,-0.04225124520139578,-0.020197305215097675,-0.020323660963470776
2023-02-14,-0.05297366884562059,-0.044577872611980034,-0.008395796233640555,-0.03486504512608714,0.2548387096774194,0.2986036519871106,-0.00867251741447282,-0.01810862371953345,-0.01823604307437216
2023-03-14,-0.016596350004965992,0.005412663955003098,-0.02200901395996909,0.003568645260810756,0.23560767590618337,0.275825346112886,-0.022264730470978628,-0.02016499526577675,-0.02028279910372984
2023-04-12,-0.049795924624883435,-0.06367419004526942,0.013878265420385984,-0.04505788125908243,0.2576882290562036,0.29904559915164364,0.01359989850628206,-0.004738043365801005,-0.004866887480329107
2023-05-15,0.03233400416428463,0.0019173515780996225,0.030416652586185006,0.01866270478167337,0.31506849315068497,0.3898840885142255,0.03006417629535255,0.013671299382611257,0.013513765136035914
2023-06-12,-0.0026949210127795624,0.021589130147682715,-0.024284051160462276,0.01490595203793983,0.31870428422152564,0.3396029258098223,-0.02461320476547795,-0.017600873050719393,-0.017760225192830156
2023-07-12,-0.056239616006392726,-0.0063565972895575865,-0.04988301871683514,-0.016376437492165448,0.23450413223140498,0.2448347107438017,-0.05012268813832275,-0.03986317851422728,-0.03998043058034298
2023-08-09,-0.022745165222847755,-0.05345607374187752,0.030710908519029762,-0.02994068127222068,0.22517911975435,0.25179119754350054,0.030472423360380838,0.007195516049372925,0.00708292648949575
2023-09-06,-0.012298065237266544,-0.002915245229079008,-0.009382820008187536,-0.008112632875373695,0.25127161749745675,0.27540650406504064,-0.009646159068968785,-0.004185432361892848,-0.004311068170641577
2023-10-12,0.008991415937940067,0.014430532636459976,-0.005439116698519909,0.01660035732715711,0.23559150657229522,0.22424242424242424,-0.0056690336639272695,-0.007608941389217043,-0.007726737142503191
2023-11-09,0.011377517391166122,0.020192196587557894,-0.008814679196391772,0.00761351518068216,0.2361809045226131,0.22914572864321603,-0.009047342512974687,0.0037640022104839625,0.003645911758222656
2023-12-07,-0.05513485177064796,-0.048233990365315484,-0.006900861405332477,-0.04098191927917755,0.23747494989979956,0.22244488977955912,-0.007130821325172156,-0.014152932491470413,-0.014271669966420313
2024-01-05,-0.32575826680236,-0.3254991515233695,-0.0002591152789904738,-0.3136634253951006,0.2639442231075697,0.2689243027888446,-0.0005255495419386809,-0.01209484140725936,-0.012226813518813145
2024-02-02,0.24484350555370288,0.24810474312010647,-0.003261237566403591,0.231201500661605,0.23465346534653464,0.20079129574678534,-0.003478959946950251,0.013642004892097881,0.013524678159424614
2024-03-11,-0.03241501823751518,-0.039008883197445915,0.006593864959930737,-0.01920044332121646,0.26725838264299806,0.22758620689655173,0.006346442665160962,-0.013214574916298717,-0.013348204107620215
2024-04-10,0.004368040538871813,-0.009202902181976277,0.013570942720848089,0.005241167444025058,0.21135029354207435,0.2465753424657534,0.013341979902844175,-0.000873126905153245,-0.0009788020519242821
2024-05-13,-0.06447787182949292,-0.06924779126826197,0.004769919438769046,-0.07035311474738942,0.2502434274586174,0.29182879377431903,0.004498883328152578,0.005875242917896498,0.005750121204167189
2024-06-11,-0.06785593590683484,-0.10333732117647591,0.03548138526964108,-0.07910088577448914,0.2543520309477756,0.28820116054158607,0.035210108673896394,0.0112449498676543,0.011117773852180412
2024-07-09,-0.01616908299700552,0.046681895499199856,-0.06285097849620538,0.01894131812619631,0.2088546679499519,0.24711538461538463,-0.06307896352248805,-0.03511040112320183,-0.03521482845717681
2024-08-06,-0.03893477816146326,-0.03879615777409064,-0.00013862038737262605,-0.03715791931128229,0.18234165067178498,0.23106423777564722,-0.00034532333159634215,-0.0017768588501809734,-0.001868029675516866
2024-09-03,0.16902587599739213,0.1843924843457785,-0.015366608348386379,0.16516753936806813,0.18181818181818177,0.19808612440191387,-0.015556560501496427,0.0038583366293239996,0.003767427538414909
2024-10-10,0.2248829108327472,0.19943655969177845,0.025446351140968743,0.18215030732420712,0.19024856596558315,0.21319311663479923,0.02524463029966855,0.04273260350854008,0.04263747922555729
2024-11-07,-0.006224326656849236,0.037368695028443664,-0.0435930216852929,0.02067564924773998,0.23187022900763354,0.29293893129770987,-0.04385542626544557,-0.026899975904589216,-0.027015911019093033
2024-12-05,-0.166425267618544,-0.172055600584833,0.005630332966288981,-0.1511469993293879,0.26070409134157946,0.2921027592768791,0.005353929540979752,-0.0152782682891561,-0.01540862033482689
2025-01-03,0.1227775249659197,0.11893778690763693,0.0038397380582827767,0.10312376377540462,0.22148288973384034,0.25570342205323193,0.0036011449023892407,0.01965376119051508,0.019543019745648163
2025-02-10,0.05442566486864554,0.0688260379496412,-0.014400373080995663,0.05392784751607637,0.2502369668246446,0.2739336492890996,-0.014662458389052535,0.0004978173525691729,0.0003726988691568506
2025-03-10,-0.17521409680381592,-0.14154553189343752,-0.033668564910378396,-0.13635772976636643,0.31558935361216733,0.3802281368821293,-0.034016473655625545,-0.03885636703744949,-0.03901416171425558
