metric,α_35_value,placebo_mean,placebo_p95,placebo_p99,placebo_max,p_value_one_sided
ls_full,1.2182248842218613,0.4838311433911396,1.0154962805422119,1.104572700603416,1.1725378150684629,0.0
ls_test,1.7358069171846817,1.0322855352040807,1.9910160064386992,2.030992948350247,2.2798714566744605,0.09
q5_test,1.0268592644722863,0.3959448483759822,1.2512125587630942,1.39020740717897,1.4031134069694942,0.19
worst_year_active,0.6345522556015082,-1.1740968501505749,-0.3056193508433503,0.13731942650411405,0.19059449609818854,0.0
