alpha_id,gate,on_frac,ls_full,ls_train,ls_valid,ls_test,q5_full,q5_test,maxdd,worst_year_ls,worst_year_q5,n
α,α_33_uptrend,0.4044943820224719,0.7276586777625187,0.787562309458111,0.2889364349877671,0.8048132001865848,-0.07777877981326986,0.6699776907832466,-0.04997312393315401,-0.7268069064755462,-1.648935850571054,89
α,α_34_breadth,0.30337078651685395,0.5770089374014846,0.6034267579212709,-0.6227797951607704,1.1278379275273671,-0.12870489800694915,0.7803793825431165,-0.04950862735024242,-0.6227797951607704,-1.4468308420908949,89
α,α_35_disp,0.42696629213483145,1.2182248842218613,1.1658970144676464,0.6345522556015082,1.7358069171846817,0.5559783650689986,1.0268592644722863,-0.0552505364947411,0.0,-1.411437461696447,89
α,α_36_TSmom,0.39325842696629215,0.7566664794848658,0.7272747877639845,1.4775371479773056,0.7793181560901443,-0.07823793585345379,-1.635690226621516,-0.049973123933153896,-0.1473555701830321,-1.240510724179498,89
α,α_37_calm,0.4044943820224719,0.3020235935037139,0.5969795952649992,-0.21855809097201426,-0.27776415499618934,-0.3550290390535421,0.4753256055331523,-0.06603672474693856,-1.1189325447165128,-2.1551791110839438,89
α,α_38_softmax,0.4606741573033708,0.7241310281372653,0.5630238161236991,0.5035093677214358,1.381877001629476,0.0025543392504073763,0.7430429608257103,-0.04997312393315401,-1.135850856917846,-1.7874169517598553,89
α,α_39_combo,0.29213483146067415,0.500474302228452,0.46888640782329916,0.2889364349877671,0.7877302788914047,-0.31252606738388455,0.6014734093523262,-0.05152831768045241,-1.1021471609756595,-1.550782610271257,89
α_40,adaptive_best_of_train=α_35_disp,0.42696629213483145,1.2182248842218613,1.1658970144676464,0.6345522556015082,1.7358069171846817,0.5559783650689986,1.0268592644722863,-0.0552505364947411,0.0,-1.411437461696447,89
α_29,no_gate_baseline,1.0,0.9322007515091612,0.7903031368431421,0.17819668389417614,1.971208136781681,0.0855672627313885,1.1234254316293448,-0.10042479950319372,-1.5216676008946701,-1.673889544674007,89
