trade_date,q5_ret,uni_ret,excess,tov,n_stocks,cost,q5_net,excess_net
2023-10-12,0.015011975326619425,0.017578657813136625,-0.0025666824865172005,0.7096774193548387,1054,0.0003548387096774194,0.014657136616942006,-0.00292152119619462
2023-11-09,-0.0004951126024074825,0.005759784624500265,-0.0062548972269077475,0.6805293005671078,1058,0.0003402646502835539,-0.0008353772526910365,-0.006595161877191302
2023-12-07,-0.04482041074951252,-0.036943210790945875,-0.007877199958566644,0.6849056603773584,1060,0.00034245283018867923,-0.0451628635797012,-0.008219652788755324
2024-01-05,-0.27838478158457425,-0.25420178400269366,-0.024182997581880583,0.7365945437441204,1063,0.00036829727187206014,-0.2787530788564463,-0.024551294853752643
2024-02-02,0.2981269619356226,0.2596373472871656,0.038489614648457016,0.6923076923076923,1066,0.0003461538461538462,0.2977808080894688,0.03814346080230317
2024-03-11,0.004101192396843025,-0.018561374491599628,0.02266256688844265,0.74812734082397,1068,0.00037406367041198504,0.0037271287264310396,0.022288503218030668
2024-04-10,0.0001430834300613815,0.004815262698465628,-0.004672179268404246,0.7551401869158878,1070,0.00037757009345794394,-0.00023448666339656243,-0.0050497493618621905
2024-05-13,-0.08773052859170698,-0.06693427055110594,-0.020796258040601034,0.699812382739212,1066,0.000349906191369606,-0.08808043478307659,-0.02114616423197064
2024-06-11,-0.07225739740205976,-0.07486708918631549,0.002609691784255727,0.6434619002822202,1063,0.0003217309501411101,-0.07257912835220087,0.002287960834114617
2024-07-09,0.03736041720041485,0.02166977381924956,0.01569064338116529,0.7192488262910799,1065,0.0003596244131455399,0.03700079278726931,0.015331018968019751
2024-08-06,-0.02119806964879025,-0.0350546916902157,0.013856622041425452,0.7727699530516432,1065,0.0003863849765258216,-0.021584454625316073,0.01347023706489963
2024-09-03,0.16745178197930394,0.16062304044757275,0.006828741531731186,0.7671361502347418,1065,0.0003835680751173709,0.16706821390418658,0.0064451734566138156
2024-10-10,0.1780279408012535,0.1964469960955463,-0.018419055294292802,0.725398313027179,1067,0.00036269915651358954,0.1776652416447399,-0.01878175445080639
2024-11-07,0.035903589025216245,0.020297015836432,0.015606573188784244,0.7184284377923293,1069,0.00035921421889616466,0.035544374806320084,0.015247358969888079
2024-12-05,-0.12650622764239738,-0.13578505525408033,0.009278827611682944,0.7394957983193278,1071,0.0003697478991596639,-0.12687597554155705,0.00890907971252328
2025-01-03,0.12227989829188964,0.11092909244459881,0.011350805847290826,0.7469654528478058,1071,0.0003734827264239029,0.12190641556546573,0.010977323120866923
2025-02-10,0.05838404128516413,0.055258264970501764,0.0031257763146623693,0.7506976744186047,1075,0.00037534883720930233,0.058008692447954834,0.002750427477453067
2025-03-10,-0.0852959105802425,-0.09331479220120256,0.008018881620960067,0.7216014897579144,1074,0.00036080074487895717,-0.08565671132512145,0.00765808087608111
2025-04-08,0.1429721555633187,0.12121789251258654,0.02175426305073215,0.7665116279069768,1075,0.00038325581395348837,0.1425888997493652,0.021371007236778664
2025-05-09,0.02342026730009476,0.02715746668466896,-0.003737199384574199,0.783457249070632,1076,0.000391728624535316,0.023028538675559443,-0.004128928009109515
2025-06-09,0.044332117961273745,0.04313950763643381,0.0011926103248399364,0.733271375464684,1076,0.000366635687732342,0.043965482273541405,0.0008259746371075944
2025-07-07,0.06251173783485119,0.057015275379340646,0.00549646245551054,0.7430426716141002,1078,0.0003715213358070501,0.06214021649904414,0.005124941119703489
2025-08-04,0.04108975205211163,0.04641504473799705,-0.00532529268588542,0.787037037037037,1080,0.0003935185185185185,0.04069623353359311,-0.005718811204403939
2025-09-01,0.0004745249925291252,0.010145310188596367,-0.009670785196067242,0.7511563367252544,1081,0.00037557816836262717,9.894682416649805e-05,-0.010046363364429869
2025-09-29,0.031143945151364254,0.02224763195489154,0.008896313196472713,0.7282809611829945,1082,0.0003641404805914972,0.030779804670772758,0.008532172715881215
2025-11-04,-0.026951003123383933,-0.02447147580726995,-0.0024795273161139844,0.7712177121771218,1084,0.0003856088560885609,-0.027336611979472493,-0.0028651361722025455
2025-12-02,0.02398370325285113,0.022493338998949064,0.001490364253902067,0.7705069124423963,1085,0.0003852534562211982,0.023598449796629933,0.0011051107976808687
2025-12-30,0.07772983464297649,0.07069117108078676,0.007038663562189726,0.7784926470588236,1088,0.00038924632352941175,0.07734058831944708,0.006649417238660314
2026-01-29,-0.005581893007834213,-0.00033562796830309967,-0.005246265039531114,0.7552703941338221,1091,0.00037763519706691105,-0.005959528204901124,-0.005623900236598024
2026-03-06,-0.07747116922589507,-0.07301297745225943,-0.004458191773635642,0.7273559011893871,1093,0.0003636779505946936,-0.07783484717648977,-0.004821869724230336
