alpha,ic_primary,icn_primary,ls_sharpe_full,ls_sharpe_train,ls_sharpe_valid,ls_sharpe_test,q5_excess_ir_full,q5_excess_ir_test,ls_maxdd_full,worst_year,best_year_out_sharpe,byo_pct_of_full,avg_tov_q5,avg_tov_q1,n_periods
alpha_09,-0.008884802609054502,-0.004521239370288361,-0.31394941158455303,0.07361790868434565,-0.11663343705672591,-1.2616775597952838,-1.3810201697359945,-2.1532006674641058,-0.26368642146841914,-1.5042111621833845,-0.43298259239122494,1.3791476474056517,0.5163137361917347,0.5430647148332737,84
alpha_10,-0.004985018860196808,0.0032810891306758977,-0.06165616731516316,0.056546887761569437,-0.06278281301196985,-0.3841308505239513,-0.653302314547376,-0.5326373038999399,-0.18010796529565531,-0.797876360533461,-0.21853542351582284,3.544421150908584,0.6030336152528397,0.5949072908875928,84
alpha_11,0.0017278980957977667,0.008849053955131867,0.24002783683902865,0.6411314744751534,0.38890083962546923,-0.9000738725308578,-0.44545471855889324,-1.535767648874048,-0.1545988793840677,-0.9667276016850446,-0.013905450204781412,-0.05793265642812467,0.3428723386899758,0.34772979286608563,82
alpha_12,0.014947396368144803,0.015840958845705955,1.0222068481734847,1.2910658196487066,0.8053850768483135,0.5262947034162567,0.22119036447873827,-0.09592743607855723,-0.055577306791837366,0.4032450151428081,0.8457338691679929,0.8273607936389586,0.5040703260240312,0.5287911239291917,78
alpha_13,0.007226090518728927,0.00955764750644758,0.3525049065778272,0.5933926137605247,0.8547292375371955,-0.6366980615514074,-0.33255283524257445,-1.4014321875811078,-0.12048352468259693,-0.9448522769079263,0.2549631450353566,0.723289634492123,0.3273415967654165,0.24874234764494,78
alpha_14,0.0034500867977495194,0.010393858698787893,0.3460060551624245,0.7986585111593145,0.49289765423464577,-1.1377846278021264,-0.21172543996734283,-1.8983314311489194,-0.1560391149381698,-1.2918395631455284,0.18766141994908545,0.5423645544613147,0.37627631693580854,0.38592028678840506,84
alpha_15,0.022257166101473276,0.01859048154522922,0.5709134232766107,0.6428342173396323,-0.09949275853554518,0.8806656945789989,-0.3401566681218838,0.3792007815934329,-0.07103554989840588,-0.09949275853554518,0.35637169447529937,0.624213199314873,0.2950508514002057,0.28433584963747666,78
alpha_16,0.0033821775610927197,0.003676343377242763,-0.04606796204679938,0.12334074113829906,-0.10226576021975597,-0.4451991256267506,-1.057520981495969,-1.013909078077226,-0.14793426010301802,-0.2015877671921243,-0.1421276791604627,3.0851740091319533,0.41289091568346564,0.39051550471840946,78
