name,headline,best_year,ex_best_sharpe,ratio
r3_nsi_yoy_raw,0.18630707622072945,2021,0.05947646795763463,0.3192389101054283
r3_nsi_yoy_ind,0.17818305508552468,2022,-0.01208076465153801,-0.067799739126369
r3_nsi_log_ind,0.17818305508552504,2022,-0.012080764651537738,-0.06779973912636733
r3_nsi_2y_ind,0.06928041413638192,2024,-0.01838920870967128,-0.2654315644457785
r3_cma_2y,0.2836288429369639,2021,0.11918909928859167,0.42022912075652785
r3_cma_triple,0.2549374576991013,2021,0.09109684845780779,0.3573301831750749
r3_ag_orth_nsi,0.8601048810266729,2021,0.661342766247156,0.7689094444595379
r3_nsi_rank_ind,0.17818305508552518,2022,-0.012080764651537547,-0.0677997391263662
