name,factor_col,sharpe_excess,ann_ret_excess,sharpe_abs,ann_ret_abs,worst_year_sharpe,ann_turnover,n_years
r3_nsi_yoy_raw,g1,0.18630707622072945,0.007485814466356522,0.614414709145255,0.14045831392568506,-2.265648370867697,1.7412853688849472,6
r3_nsi_yoy_ind,g2,0.17818305508552468,0.005412800278924667,0.5872300206033523,0.13838529973825314,-2.681135443282911,2.4612456536545237,6
r3_nsi_log_ind,g3,0.17818305508552504,0.005412800278924677,0.5872300206033523,0.13838529973825314,-2.681135443282911,2.4612456536545237,6
r3_nsi_2y_ind,g4,0.06928041413638192,0.00667176133479458,0.5829255898319927,0.14760374396204307,-0.3754328888213826,2.6772890035821346,6
r3_cma_2y,cma_2y,0.2836288429369639,0.028249466097813713,0.6699159793197953,0.16918144872506213,-0.5348725147662933,2.363584135338951,6
r3_cma_triple,cma_triple,0.2549374576991013,0.02584685634314689,0.6593404771979525,0.16677883897039533,-0.6953784986594461,2.486494792790877,6
r3_ag_orth_nsi,ag_orth_plus_nsi,0.8601048810266729,0.051669781957204536,0.6997505678641065,0.17885308194906221,-0.6089797307200597,2.188721251921966,6
r3_nsi_rank_ind,g5,0.17818305508552518,0.0054128002789246826,0.5872300206033524,0.13838529973825317,-2.6811354432829106,2.4612456536545237,6
