name,headline_sharpe,best_year,approx_ex_best_sharpe,ratio
r2_q5_rw_q,0.2928460417180705,2021,0.43912778988148965,1.4995175871431035
r2_q5_ew_q,0.27899224945908896,2021,0.4643920310941517,1.6645338069230111
r2_q5_ew_q_combo,0.2569991259234973,2021,0.46912371112962503,1.8253902982894672
