id,sharpe_excess_net,sharpe_port_net,sharpe_train_excess,sharpe_val_excess,sharpe_test_excess,worst_year_sharpe_excess,n_pos_years,n_total_years,frac_pos_years
H1,0.5464392540227648,0.8970235668557193,0.7626364768075298,0.5325240515446656,0.42079685799008254,-0.13432704832575326,5,7,0.7142857142857143
H2,0.47812610986882326,0.761205839785027,0.5146057405357928,0.5565980859762462,0.5052855401229375,-0.2658092508700252,5,7,0.7142857142857143
H3,0.5397135991454016,1.0112597024652321,0.47524926216733554,0.6353843261609213,0.5446259789212277,-0.11204093189844783,6,7,0.8571428571428571
H4,0.3154893246612576,0.7457497783664813,0.0611578944614942,0.6229842042732059,0.5484028993643242,-0.43013211649397176,5,7,0.7142857142857143
H5,0.5247656368163283,0.8749398590154369,0.6176622422333864,0.32751958101096773,0.5343871106728878,0.08835756043240929,7,7,1.0
H6,0.634277867060729,1.0097845031599657,0.7898352406915428,0.75242421836738,0.4944740552441103,-0.03980494388772459,6,7,0.8571428571428571
H7,0.7068526314694911,0.940434597364969,1.1740795057011777,0.47056259661807137,0.48691694437012584,-0.2037675184190135,5,7,0.7142857142857143
H8,0.34656527673680065,0.7942908618297441,0.014989308117041978,0.6229842042732059,0.5469999207859393,-0.402590168973756,4,7,0.5714285714285714
