year,n_days,sharpe_excess_net,sharpe_portfolio_net,sharpe_bench,ann_ret_excess,ann_ret_portfolio,ann_ret_bench
2020,243,1.9846449996208313,2.160003172917852,1.439574442973047,0.20555830109382014,0.5496583615666437,0.3441000604728236
2021,243,1.6675064253009129,1.1006620746194633,0.20209960557624201,0.18604315359768292,0.21945243805915715,0.03340928446147425
2022,242,1.3159102069843152,0.5076681021546053,-0.8154110487551729,0.3480649450736092,0.18026416692534414,-0.167800778148265
2023,242,1.1958915910133319,0.5774354940061227,-0.2650016024917247,0.13146715465157538,0.09515231105013643,-0.0363148436014389
2024,242,0.19849351059122894,0.7421297819082255,0.46892652129953233,0.02112830139347839,0.14384811892881677,0.12271981753533842
2025,243,1.210316581524239,2.082962485384261,1.604261226259295,0.12257914459579289,0.42256520007002524,0.29998605547423235
2026,77,2.541517735447522,1.6724186719442613,0.772978768578063,0.09723607211837425,0.14501305541914186,0.047776983300767656
