id,year,excess_return_ann,port_return_ann,bench_return_ann
K1,2020,0.15990783974439865,0.5325842186448938,0.37267637890049515
K1,2021,0.02642484588398692,0.17662613843621086,0.150201292552224
K1,2022,0.06430773969710975,-0.1191746589855974,-0.18348239868270716
K1,2023,0.09411154277775739,0.06689922874130501,-0.027212314036452388
K1,2024,-0.0019864385840360184,0.13934511826503776,0.1413315568490738
K1,2025,0.102820398926792,0.3544998744716463,0.2516794755448543
K1,2026,0.08745750932502772,0.10488471797320469,0.017427208648176973
K2,2020,0.12928266539268088,0.5019590442931761,0.37267637890049515
K2,2021,0.09691527289095012,0.2471165654431741,0.150201292552224
K2,2022,0.03668534048992088,-0.14679705819278624,-0.18348239868270716
K2,2023,0.06864917207264495,0.04143685803619257,-0.027212314036452388
K2,2024,0.002976310334963042,0.14430786718403685,0.1413315568490738
K2,2025,0.09513205828444331,0.34681153382929764,0.2516794755448543
K2,2026,0.06124547390749873,0.07867268255567571,0.017427208648176973
K3,2020,0.15750273498718378,0.5337800092926746,0.37627727430549074
K3,2021,0.11870801419904223,0.2742285381546128,0.15552052395557053
K3,2022,0.07634117520431438,-0.13691143592959382,-0.2132526111339082
K3,2023,0.13885613257493679,0.09919176935688599,-0.039664363218050794
K3,2024,-0.012191655905540427,0.1242650254453177,0.13645668135085814
K3,2025,0.04889818046024589,0.3767269913845498,0.32782881092430394
K3,2026,0.04823417048584915,0.10181892626515089,0.05358475577930172
K4,2020,0.15749941852428437,0.5301757974247796,0.37267637890049515
K4,2021,0.0947125974267602,0.24491388997898417,0.150201292552224
K4,2022,0.04633999198165541,-0.13714240670105174,-0.18348239868270716
K4,2023,0.09574378850355313,0.06853147446710077,-0.027212314036452388
K4,2024,-0.015223490499521378,0.1261080663495524,0.1413315568490738
K4,2025,0.1479008659442208,0.3995803414890751,0.2516794755448543
K4,2026,0.09075731648871535,0.10818452513689235,0.017427208648176973
K5,2020,0.16038932428518116,0.5330657031856763,0.37267637890049515
K5,2021,0.07897897375552332,0.22918026630774732,0.150201292552224
K5,2022,0.08667247150980639,-0.09680992717290074,-0.18348239868270716
K5,2023,0.10831399540015228,0.08110168136369991,-0.027212314036452388
K5,2024,-0.013712718019321996,0.1276188388297518,0.1413315568490738
K5,2025,0.14716825905408684,0.3988477345989412,0.2516794755448543
K5,2026,0.10498845682787747,0.12241566547605444,0.017427208648176973
K6,2020,0.15436661984799674,0.5270429987484919,0.37267637890049515
K6,2021,0.044425605197985774,0.19462689775020972,0.150201292552224
K6,2022,-0.014132695165305947,-0.19761509384801307,-0.18348239868270716
K6,2023,0.10538287445665928,0.07817056042020691,-0.027212314036452388
K6,2024,0.012472517973261512,0.1538040748223353,0.1413315568490738
K6,2025,0.1470972848598155,0.3987767604046698,0.2516794755448543
K6,2026,0.09090404821503074,0.10833125686320773,0.017427208648176973
K7,2020,0.23581506519379783,0.6084914440942929,0.37267637890049515
K7,2021,0.1420688961401403,0.29227018869236426,0.150201292552224
K7,2022,0.06950998797248312,-0.11397241071022404,-0.18348239868270716
K7,2023,0.14361568275532968,0.11640336871887727,-0.027212314036452388
K7,2024,-0.022835235749282066,0.11849632109979175,0.1413315568490738
K7,2025,0.18704044529704544,0.4387199208418998,0.2516794755448543
K7,2026,0.13402069169427205,0.151447900342449,0.017427208648176973
K8,2020,0.1259995348194275,0.49867591371992265,0.37267637890049515
K8,2021,0.07577007794140816,0.2259713704936321,0.150201292552224
K8,2022,0.037071993585324335,-0.14641040509738282,-0.18348239868270716
K8,2023,0.0765950308028425,0.049382716766390125,-0.027212314036452388
K8,2024,-0.01217879239961709,0.1291527644494567,0.1413315568490738
K8,2025,0.11832069275537664,0.37000016830023097,0.2516794755448543
K8,2026,0.07260585319097228,0.09003306183914926,0.017427208648176973
