year,anchor_sharpe,anchor_cum_ret,anchor_n_days,ivol_sharpe,ivol_cum_ret,ivol_n_days,blend_sharpe,blend_cum_ret,blend_n_days
2020,1.9846449996208313,0.20555830109382014,243,5.666940461636185,0.14773165279972558,243,3.3173752989873746,0.17664497694677286,243
2021,1.6675064253009129,0.18604315359768292,243,9.107144745271945,0.22228274702533327,243,3.594467675382219,0.2041629503115081,243
2022,1.3159102069843152,0.3480649450736092,242,1.684130977211714,0.03486334746228365,242,1.448166219184003,0.19146414626794642,242
2023,1.1958915910133319,0.13146715465157538,242,3.7229205106544097,0.09690427597637093,242,1.9863350480626496,0.11418571531397315,242
2024,0.19849351059122894,0.02112830139347839,242,3.8206541317793383,0.03294286478780278,242,0.5127614178886247,0.027035583090640587,242
2025,1.210316581524239,0.12257914459579289,243,7.4054663844144,0.22110744658743642,243,3.1689447563399997,0.17184329559161463,243
2026,1.0738353281771031,0.029000259190969546,56,-15.707109389095471,-0.058144142022338016,56,-1.0793719007520624,-0.014571941415684233,56
