id,year,sharpe
K1,2020,1.5281371253699942
K1,2021,0.13810766203625707
K1,2022,0.3929456311218046
K1,2023,0.7289284722955974
K1,2024,-0.012161024335818754
K1,2025,1.314178699523046
K1,2026,2.5580822009117
K2,2020,1.2750728085174277
K2,2021,0.8346491052039985
K2,2022,0.3581330346969209
K2,2023,0.6688825565402272
K2,2024,0.02744761324280138
K2,2025,0.9978815934299117
K2,2026,1.6793806928789137
K3,2020,1.5345256903678803
K3,2021,1.0417227722544233
K3,2022,0.7502610721143622
K3,2023,1.3103579675854256
K3,2024,-0.11327187200110413
K3,2025,0.5064275680505248
K3,2026,1.323363273975995
K4,2020,1.5406069609839381
K4,2021,0.8092128717494077
K4,2022,0.4441260286725934
K4,2023,0.9331839243461693
K4,2024,-0.13773192801395515
K4,2025,1.5570505073815184
K4,2026,2.438494895883412
K5,2020,1.5625532666276774
K5,2021,0.6745514565101306
K5,2022,0.8438093707658799
K5,2023,1.053360836409398
K5,2024,-0.12527134994166872
K5,2025,1.5350197672404033
K5,2026,2.8501359502978514
K6,2020,1.3410111669183808
K6,2021,0.49562937793934775
K6,2022,-1.6094102713758645
K6,2023,1.2440139583798797
K6,2024,0.12367547849343058
K6,2025,1.5532012472053256
K6,2026,2.4364302685156436
K7,2020,1.5414456657112434
K7,2021,0.8092128717494073
K7,2022,0.44412602867259304
K7,2023,0.9331839243461689
K7,2024,-0.13773192801395517
K7,2025,1.3934415897524437
K7,2026,2.434195692326138
K8,2020,1.5406069609839377
K8,2021,0.8092128717494077
K8,2022,0.44412602867259304
K8,2023,0.9331839243461686
K8,2024,-0.13773192801395512
K8,2025,1.5570505073815184
K8,2026,2.4384948958834114
