factor,sharpe_full,ann_ret_full,vol_full,n_days
anchor_v1_1,1.1605425119482489,0.17408868128287622,0.15000629403107918,1511
inv_ivol_v2,4.618545646045108,0.11635832199827062,0.025193714843526352,1511
blend_50_50,1.9091507521304716,0.1452235016405734,0.07606706881502923,1511
