date,n,r_q5,r_q1,r_uni,tov_q5,tov_q1,ls_gross,ls_net,q5_excess,year
20180130,2859,-0.01609507403853456,-0.03616449759638713,-0.02702282016966985,1.0,1.0,0.020069423557852573,0.01906942355785257,0.010427746131135292,2018
20180306,2874,0.019130722616841976,0.03908633775279386,0.02166450294754572,0.5691768826619965,0.4833625218914186,-0.019955615135951885,-0.020481884838228593,-0.0028183687720347433,2018
20180403,2901,-0.008688334131198516,-0.012928875193303027,-0.0010071754377882613,0.5557491289198606,0.47560975609756095,0.004240541062104511,0.0037248616195958003,-0.007959033257870186,2018
20180507,2917,-0.03866164967870833,-0.025781219728744094,-0.03383545883918166,0.6568965517241379,0.6396551724137931,-0.012880429949964238,-0.013528705812033203,-0.00515463911538874,2018
20180604,2952,-0.12868376855963043,-0.1256864192851587,-0.12586383653509825,0.6706689536878216,0.6552315608919382,-0.0029973492744717334,-0.0036602995317616136,-0.00315526650137609,2018
20180703,2990,0.01482359896654522,-0.03130676782083315,0.0031952189032086035,0.6033898305084746,0.5033898305084745,0.04613036678737837,0.045576976956869894,0.01132668514808238,2018
20180731,3036,-0.034300547772738964,-0.05680171037766315,-0.03901520445790824,0.6020066889632107,0.4816053511705686,0.022501162604924185,0.021959356584857294,0.004413653340687667,2018
20180828,3067,-0.03456832475854714,-0.052268582581215604,-0.042072565532638564,0.6342668863261944,0.5304777594728172,0.017700257822668465,0.017117885499768958,0.007187107330928328,2018
20180926,3090,-0.08311546907852363,-0.08127768233706585,-0.07767886217296302,0.6525285481239804,0.564437194127243,-0.001837786741457778,-0.00244626961258339,-0.005762871179622599,2018
20181031,3109,0.0405607103168706,0.016940283241139296,0.04131633715983223,0.6440129449838188,0.5388349514563107,0.023620427075731303,0.023029003127511237,-0.0010776333154535428,2018
20181128,3147,-0.03458859192792218,-0.025924452313106288,-0.03269277500292427,0.6731078904991948,0.5877616747181964,-0.00866413961481589,-0.009294574397424586,-0.0022323708702475034,2018
20181226,3158,0.04338343336200064,0.01744533647152111,0.03623277018090503,0.6740858505564388,0.6104928457869634,0.025938096890479528,0.025295807542307827,0.006813620255817386,2018
