date,n,r_q5,r_q1,r_uni,tov_q5,tov_q1,ls_gross,ls_net,q5_excess,year
20180403,2828,-0.0008999365982680346,-0.008274633608135172,-0.0004744943943054501,1.0,1.0,0.007374697009867138,0.006374697009867138,-0.0009254422039625845,2018
20180507,2846,-0.028589361738198555,-0.03274780650145688,-0.03360396038132557,0.3610619469026549,0.32389380530973455,0.004158444763258325,0.0038159668871521305,0.004834067669675688,2018
20180604,2885,-0.12359791574799257,-0.13240786527400852,-0.12577352342873474,0.34446397188049205,0.37082601054481545,0.00880994952601595,0.008452304534803296,0.002003375694801921,2018
20180703,2943,0.0036776134240220767,-0.021094122020720973,0.004198306567823242,0.4263431542461005,0.37954939341421146,0.02477173544474305,0.024368789170912897,-0.0007338647209242157,2018
20180731,3004,-0.037231514004044404,-0.056854830037491776,-0.03846506232773485,0.44727891156462585,0.33843537414965985,0.01962331603344737,0.01923045889059023,0.0010099088679081305,2018
20180828,3047,-0.037958762957013475,-0.05115320200040207,-0.041770265784492375,0.3633333333333333,0.30500000000000005,0.013194439043388594,0.012860272376721927,0.0036298361608122325,2018
20180926,3080,-0.07327864589932354,-0.08840645445589777,-0.07737383924056207,0.34811165845648606,0.37766830870279144,0.015127808556574238,0.014764918572994598,0.003921137512010292,2018
20181031,3089,0.04986294825889664,0.03740758719304793,0.04216291000158123,0.4545454545454546,0.4204545454545454,0.012455361065848707,0.012017861065848706,0.007472765530042677,2018
20181128,3134,-0.032834607109369036,-0.036781782975276116,-0.0327002979682718,0.3905996758508914,0.3063209076175041,0.003947175865907079,0.0035987155741728817,-0.0003296089790226829,2018
20181226,3145,0.04206290581882948,0.013503651752656306,0.035936648490338945,0.31629392971246006,0.28594249201277955,0.028559254066173177,0.02825813585531056,0.005968110363634306,2018
20190125,3159,0.1952769418613218,0.19420478585154538,0.18776169650564514,0.3942766295707473,0.39586645468998405,0.0010721560097764204,0.0006770844676460548,0.007318107040891285,2019
20190301,3166,0.11702153911316357,0.11232562812164282,0.1182886558754654,0.4516640253565769,0.43740095087163233,0.004695910991520752,0.004251378503406647,-0.00149294877498012,2019
20190329,3166,-0.07385475401690406,-0.08713569948085109,-0.07074683083866645,0.4581358609794629,0.3507109004739336,0.013280945463947036,0.012876522083220338,-0.0033369911087273354,2019
20190429,3181,-0.05236167945200052,-0.03992535483674883,-0.043863598686206595,0.36650868878357035,0.35387045813586093,-0.012436324615251688,-0.012796514188711404,-0.008681335110185711,2019
20190530,3197,0.03636644065604381,0.024984539378481004,0.03632015479185926,0.3852201257861635,0.3883647798742138,0.011381901277562806,0.010995108824732617,-0.00014632419870853138,2019
20190628,3210,-0.034305213204570244,-0.05521150458858045,-0.03930932660530118,0.4115805946791862,0.33333333333333337,0.020906291384010206,0.020533834420003946,0.004798323103391346,2019
20190726,3224,-0.001650852129789938,-0.014027357679634181,-0.013572395422470108,0.3847352024922118,0.3442367601246106,0.012376505549844243,0.012012019568535832,0.011729175691434064,2019
20190823,3232,0.07554164601605667,0.07232218737066555,0.06940993677498647,0.4565217391304348,0.42391304347826086,0.003219458645391124,0.002779241254086776,0.005903448371504987,2019
20190923,3267,-0.028254606658605515,-0.04979995094017812,-0.028236178852013266,0.4055727554179567,0.40866873065015474,0.021545344281572603,0.021138223538538548,-0.0002212141843012276,2019
20191028,3281,-0.03638013693668551,-0.059174880317426355,-0.04147766278037161,0.3859111791730475,0.35222052067381315,0.022794743380740848,0.022425677530817416,0.004904570254099582,2019
20191125,3295,0.07204749884444912,0.07165086952741033,0.06401120329830551,0.3734756097560976,0.38414634146341464,0.00039662931703879356,1.7818341429037398e-05,0.007849557741265566,2019
20191223,3304,0.08211552726739095,0.05094918409405388,0.062160048704108385,0.35963581183611537,0.32928679817905915,0.031166343173337073,0.030821881868329487,0.019775660657364507,2019
20200121,3337,0.04477938372613236,0.02402456072971833,0.022398015060627215,0.40454545454545454,0.3833333333333333,0.02075482299641403,0.020360883602474636,0.022179095938232418,2020
20200226,3368,-0.09085812161529928,-0.07585572546657254,-0.069112152359278,0.49475262368815587,0.4287856071964018,-0.01500239614872674,-0.015464165264169018,-0.021993345567865356,2020
20200325,3379,0.021470261626854587,-0.013151707662869968,0.008869282426527502,0.2927191679049034,0.34175334323922735,0.03462196928972455,0.03430473303415249,0.012454619616374634,2020
20200423,3402,0.018326964767250147,0.0027839946463534587,0.014687432730083267,0.28296296296296297,0.30666666666666664,0.015542970120896688,0.015248155306081873,0.0034980505556853982,2020
20200526,3410,0.09407135006597558,0.05112872605835421,0.06713637275564627,0.45882352941176474,0.4088235294117647,0.042942624007621374,0.04250880047820961,0.026705565545623436,2020
20200623,3428,0.09177605551490847,0.0830482602768981,0.09338390259114435,0.39002932551319647,0.3724340175953079,0.008727795238010372,0.00834656356645612,-0.0018028617389924725,2020
20200723,3450,0.07414806588065549,0.07282114935413689,0.07456603907819516,0.4204379562043795,0.3664233576642336,0.001326916526518604,0.0009334858695842973,-0.000628192175641857,2020
20200820,3474,-0.014514979742679172,-0.020223605373088212,-0.01160345714131635,0.35507246376811596,0.3710144927536232,0.005708625630409039,0.00534558215214817,-0.00308905883324688,2020
20200917,3508,-0.031145557341094938,-0.011252844588429754,-0.025192556427353904,0.34005763688760804,0.3717579250720461,-0.019892712752665184,-0.020248620533645012,-0.006123029732184838,2020
20201023,3555,0.03364930453583927,-0.009419953416466332,0.023971730632034727,0.39087018544935803,0.33666191155492153,0.043069257952305595,0.042705491903803454,0.00948213881107986,2020
20201120,3622,-0.02071265682063431,-0.0623561730117692,-0.03431696560927412,0.35583684950773553,0.3628691983122363,0.04164351619113489,0.041284163167224906,0.013426390363885944,2020
20201218,3675,-0.009047097648508905,-0.07791364034211565,-0.039690488892302006,0.32320441988950277,0.33149171270718236,0.06886654269360674,0.0685391946273084,0.03048178903384835,2020
20210118,3697,0.01186861509033061,-0.02241684123891533,-0.005455804562973666,0.3877551020408163,0.34285714285714286,0.03428545632924594,0.033920150206796965,0.017130542102283867,2021
20210222,3730,-0.024868742202474634,0.014057260454394618,0.005569392535703066,0.4032476319350473,0.37077131258457374,-0.038926002656869255,-0.03931301212912906,-0.030639758554145222,2021
20210322,3772,0.03214894338514318,0.02730106412531092,0.025024045374502018,0.3445040214477212,0.3163538873994638,0.004847879259832259,0.004517450305408666,0.006952645999917302,2021
20210420,3810,0.013730497099805682,-0.0026068155374466394,0.00688081639486224,0.35145888594164454,0.363395225464191,0.01633731263725232,0.0159798855815494,0.00667395126197262,2021
20210521,3838,0.06737040101336789,0.05975525899394902,0.05678139410950075,0.40813648293963256,0.36089238845144356,0.007615142019418868,0.00723062758372333,0.010384938662397323,2021
20210621,3874,0.026490098642230616,0.0044101384649405445,0.013557006423993151,0.35723598435462844,0.31421121251629724,0.02207996017729007,0.021744236578854607,0.01275447422606015,2021
20210719,3931,0.011852374355486516,0.0021292790730248474,0.008572936586964005,0.38242894056847543,0.3682170542635659,0.009723095282461668,0.009347772285045648,0.0030882232982382732,2021
20210816,3980,0.06915952681172256,0.03285475614149582,0.061496400342241395,0.40839694656488545,0.3765903307888041,0.03630477067022674,0.035912277031549894,0.007458927996198726,2021
20210913,4029,-0.053625011770728565,-0.04750359635449652,-0.04677297707855261,0.3693467336683417,0.32286432160804024,-0.006121415416232047,-0.006467520943870238,-0.007036708059010126,2021
20211020,4065,0.04128310151018431,0.04124713531178402,0.0409085957286123,0.36894409937888195,0.3490683229813665,3.596619840028764e-05,-0.00032304001277983657,0.0001900337318825647,2021
20211117,4101,0.04797810776763984,0.04107774841202022,0.0546989635388542,0.36900369003690037,0.35301353013530135,0.006900359355619619,0.006539350745533518,-0.006905357616232811,2021
20211215,4134,-0.0074115014358604216,-0.03683590645894823,-0.001535476614862427,0.39878048780487807,0.35365853658536583,0.029424405023087807,0.029048185510892686,-0.006075415064900433,2021
20220113,4174,-0.06319546704262091,-0.05251594657058425,-0.04671821186443087,0.37167070217917675,0.35593220338983056,-0.010679520472036665,-0.011043321924821168,-0.01666309052927963,2022
20220217,4212,-0.041352383324488456,-0.044926762382177333,-0.05277441735084109,0.3992805755395683,0.42565947242206237,0.003574379057688877,0.0031619090337080616,0.011222393738582848,2022
20220317,4250,-0.06557938231473001,-0.06830265066526886,-0.04869155850469145,0.38361045130641325,0.3539192399049881,0.002723268350538849,0.0023545035049331482,-0.017079629035691768,2022
20220418,4270,-0.015681720422073227,-0.03142455845461869,-0.024354378047705242,0.4141176470588235,0.35411764705882354,0.01574283803254546,0.015358720385486638,0.008465598802102604,2022
20220519,4288,0.07703105225074934,0.058751401482618724,0.07436366439448021,0.4355971896955504,0.3723653395784543,0.018279650768130616,0.017875669503493615,0.002449589261421357,2022
20220617,4329,0.02253569278145838,0.01047472599468966,0.022218019016266532,0.3103850641773629,0.2823803967327888,0.01206096678676872,0.011764584056313645,0.0001624812331031669,2022
