expr,sharpe_longonly_full,sharpe_excess_full,sharpe_excess_train,sharpe_excess_val,sharpe_excess_test
f1_ivol_resid_20d,0.3951145574442076,-0.9703921433586394,-1.857599414134773,0.29717672172304815,-0.3909863872769145
f2_total_vol_20d,0.5929789131196864,-0.7889636594528951,-1.5121296947288034,-0.4771772369750031,-0.16701243856753728
f3_ivol_resid_10d,0.3557882084202057,-0.8866131984962319,-1.6486213698595102,0.12061271616067715,-0.3146593470904981
f4_ivol_resid_40d,0.5092039531931365,-0.6946484811897946,-1.6627371232087418,0.06183886779954959,-0.1165532421350062
f5_ivol_resid_amp_20d,0.3901342408892453,-0.9606321026132569,-1.833284112508325,-0.00047201909476047167,-0.32226961389497927
f6_ivol_lag5_20d,0.4235754773566323,-0.9321795472963599,-1.837953760075218,-0.1610010048418754,-0.17481186968131038
f7_vol_of_vol_20m40,0.574285511795997,-0.2223372886637962,0.5242199812245776,-0.8521099271494018,-0.809972766178747
f8_kitchen_sink_rank,0.40072491987108244,-0.9075188891970732,-1.4846582023904198,-0.8936098111182642,-0.43026241814449345
