expr,sharpe_ls_gross,sharpe_ls_train,sharpe_ls_val,sharpe_ls_test,sharpe_ls_net5bps,sharpe_longonly_gross,sharpe_excess_gross,ann_turnover_pct
f1_ivol_resid_20d,-0.6097473268031933,-0.9709800387723547,0.7281234346412255,-0.6028186281503376,-0.7262133451313587,0.4664012504290669,-0.6934896888187114,1073.861930715196
f2_total_vol_20d,-0.6736177516424551,-0.9774564896852268,-0.3519346144124357,-0.511588638739457,-0.8172747570917607,0.67910177283277,-0.6085274802655082,1622.490739477969
f3_ivol_resid_10d,-0.5884549822862823,-1.3034787380836745,0.5936003114061881,-0.2505127956629672,-0.7967829884736567,0.4440546662904857,-0.5313997664300032,2102.430868104053
f4_ivol_resid_40d,-0.6641648460637738,-1.0534552411667568,-0.27845145362693946,-0.4355234292456351,-0.7245665886688898,0.5610529123943176,-0.5537670325639654,554.848673754344
f5_ivol_resid_amp_20d,-0.668384812859633,-0.9788579187442001,-0.08299659522648456,-0.5460339792432161,-0.7927852880408709,0.43648068864063055,-0.7242479132541854,1146.5839576259314
f6_ivol_lag5_20d,-0.6701020319002636,-0.884853767962263,-0.18379175357785174,-0.5770862910613914,-0.7896455931976188,0.43476826155427695,-0.7235801773874683,1065.8925160327715
f7_vol_of_vol_20m40,-0.2884807187310486,0.27559887595098814,0.39006062362570754,-1.0643605062573458,-0.613991103229892,0.6126125235407031,-0.06462686093313899,3810.2882374634596
f8_kitchen_sink_rank,-0.6466533646481236,-0.8323219728720529,-0.4579498919956247,-0.5323080002659836,-0.8649906159235722,0.410571383021566,-0.7762727171590763,2253.820180941861
